essId	wdCnt	StsCnt	lWdCnt	advCnt	adjCnt	nunCnt	verbCnt	vbgCnt	cmaCnt	punCnt	wdLen
12430	.117	.091	.121	.067	.036	.096	.059	.0	.085	.063	.733
12431	.066	.045	.03	.045	.036	.057	.093	.068	.0	.031	.691
12432	.098	.057	.121	.045	.09	.1	.101	.034	.128	.039	.775
12433	.066	.057	.03	.022	.09	.065	.076	.102	.014	.039	.748
12434	.066	.034	.091	.022	.09	.083	.051	.0	.028	.023	.873
12435	.021	.011	.008	.0	.018	.017	.034	.0	.0	.008	.655
12436	.117	.091	.114	.112	.09	.091	.126	.102	.128	.07	.774
12437	.098	.057	.061	.045	.126	.078	.076	.068	.0	.039	.668
12438	.098	.091	.045	.0	.09	.091	.076	.068	.071	.063	.709
12439	.177	.114	.129	.045	.162	.152	.109	.068	.185	.078	.671
12440	.168	.102	.129	.067	.126	.174	.109	.034	.1	.063	.717
12441	.053	.011	.015	.0	.018	.065	.076	.034	.028	.008	.675
12442	.085	.045	.068	.0	.072	.074	.059	.0	.014	.023	.724
12443	.038	.023	.015	.0	.018	.03	.025	.034	.0	.016	.644
12444	.096	.08	.106	.022	.108	.1	.042	.034	.1	.047	.761
12445	.07	.091	.023	.0	.072	.07	.076	.0	.0	.063	.698
12446	.192	.102	.205	.089	.126	.209	.168	.034	.142	.07	.835
12447	.209	.148	.121	.112	.216	.196	.168	.102	.185	.102	.675
12448	.154	.114	.106	.0	.144	.17	.101	.034	.085	.078	.729
12449	.147	.091	.121	.112	.036	.135	.143	.0	.043	.063	.701
12450	.104	.08	.061	.022	.216	.113	.042	.034	.057	.055	.702
12451	.043	.045	.045	.022	.09	.039	.025	.0	.0	.023	.812
12452	.132	.136	.083	.067	.072	.144	.168	.034	.043	.094	.735
12453	.092	.102	.061	.089	.18	.07	.093	.0	.214	.07	.712
12454	.175	.091	.159	.045	.126	.178	.152	.102	.114	.063	.773
12455	.053	.045	.03	.0	.018	.07	.042	.0	.0	.031	.67
12456	.075	.057	.053	.045	.072	.057	.109	.102	.085	.039	.781
12457	.117	.125	.114	.022	.09	.139	.076	.034	.028	.078	.756
12458	.111	.057	.068	.022	.144	.104	.084	.068	.1	.039	.714
12459	.113	.102	.136	.067	.108	.104	.076	.0	.043	.07	.808
12460	.083	.08	.03	.022	.126	.061	.059	.068	.071	.055	.704
12461	.03	.011	.015	.0	.036	.039	.017	.0	.043	.008	.684
12462	.186	.136	.136	.067	.126	.174	.135	.068	.157	.102	.728
12463	.156	.091	.136	.022	.252	.122	.093	.034	.128	.063	.697
12464	.077	.057	.038	.022	.108	.061	.076	.068	.0	.031	.633
12465	.038	.023	.023	.0	.036	.03	.008	.0	.043	.016	.721
12466	.122	.114	.098	.045	.108	.131	.084	.068	.199	.078	.813
12467	.102	.08	.083	.0	.144	.117	.042	.0	.057	.055	.777
12468	.154	.068	.144	.089	.09	.135	.135	.136	.1	.047	.799
12469	.034	.023	.023	.0	.036	.035	.042	.034	.0	.016	.74
12470	.209	.136	.197	.045	.072	.222	.168	.034	.271	.094	.79
12471	.068	.08	.03	.0	.072	.074	.076	.068	.043	.047	.72
12472	.143	.102	.083	.067	.072	.117	.109	.034	.085	.07	.731
12473	.087	.102	.03	.022	.144	.1	.067	.102	.014	.07	.713
12474	.041	.045	.053	.0	.036	.048	.051	.068	.028	.031	.789
12475	.023	.034	.008	.0	.072	.022	.008	.0	.0	.023	.676
12476	.111	.068	.053	.022	.072	.087	.042	.068	.014	.047	.656
12477	.115	.057	.083	.067	.036	.122	.101	.102	.085	.047	.693
12478	.198	.114	.167	.0	.09	.218	.076	.0	.214	.078	.756
12479	.145	.091	.129	.045	.09	.131	.126	.204	.128	.063	.782
12480	.092	.068	.061	.022	.108	.087	.109	.068	.043	.047	.703
12481	.139	.08	.152	.045	.126	.17	.093	.102	.114	.055	.814
12482	.235	.091	.197	.112	.27	.218	.135	.0	.1	.055	.714
12483	.209	.136	.076	.067	.216	.187	.16	.17	.028	.117	.652
12484	.136	.068	.098	.022	.108	.131	.109	.034	.028	.047	.718
12485	.122	.068	.076	.022	.09	.109	.093	.0	.014	.047	.667
12486	.068	.057	.015	.0	.072	.044	.093	.0	.0	.039	.704
12487	.134	.114	.076	.022	.216	.126	.101	.068	.057	.078	.69
12488	.066	.045	.068	.045	.108	.065	.067	.068	.014	.031	.825
12489	.164	.159	.083	.045	.126	.135	.135	.0	.057	.11	.672
12490	.083	.08	.038	.022	.0	.135	.051	.034	.085	.055	.781
12491	.075	.057	.061	.022	.036	.096	.067	.068	.0	.039	.838
12492	.111	.057	.068	.045	.09	.104	.101	.068	.028	.039	.666
12493	.113	.08	.076	.045	.108	.122	.109	.102	.071	.055	.713
12494	.13	.08	.068	.045	.09	.122	.084	.034	.057	.055	.712
12495	.132	.102	.061	.022	.108	.117	.135	.068	.028	.07	.689
12496	.032	.023	.015	.0	.036	.044	.025	.0	.014	.016	.772
12497	.19	.102	.114	.112	.162	.174	.093	.0	.1	.07	.661
12498	.362	.205	.227	.112	.108	.313	.269	.136	.199	.141	.683
12499	.06	.068	.061	.0	.0	.091	.051	.068	.057	.047	.828
12500	.109	.08	.106	.022	.054	.113	.076	.102	.085	.055	.766
12501	.188	.102	.167	.045	.198	.178	.118	.034	.114	.07	.756
12502	.051	.034	.053	.045	.054	.048	.034	.034	.0	.023	.777
12503	.124	.08	.106	.045	.126	.1	.084	.0	.114	.055	.747
12504	.102	.068	.076	.045	.018	.117	.076	.034	.085	.047	.756
12505	.207	.159	.083	.067	.144	.205	.227	.204	.085	.11	.713
12506	.013	.011	.008	.0	.018	.009	.0	.0	.0	.0	.588
12507	.09	.057	.083	.022	.126	.091	.067	.0	.0	.047	.795
12508	.109	.114	.053	.0	.144	.113	.093	.034	.085	.078	.652
12509	.151	.102	.144	.045	.126	.165	.101	.0	.043	.07	.784
12510	.085	.091	.068	.022	.18	.078	.059	.0	.028	.063	.768
12511	.087	.068	.061	.045	.09	.1	.093	.0	.043	.047	.78
12512	.164	.125	.167	.089	.018	.161	.143	.17	.057	.086	.749
12513	.213	.182	.182	.067	.144	.218	.143	.034	.128	.125	.778
12514	.171	.08	.121	.0	.162	.152	.118	.034	.043	.055	.743
12515	.09	.045	.045	.045	.072	.087	.076	.068	.014	.031	.717
12516	.226	.114	.227	.112	.126	.17	.177	.204	.199	.078	.735
12517	.122	.102	.091	.0	.162	.113	.143	.102	.085	.07	.718
12518	.068	.057	.038	.0	.054	.083	.042	.0	.0	.039	.744
12519	.092	.068	.061	.045	.072	.087	.093	.068	.043	.039	.694
12520	.186	.114	.098	.089	.144	.161	.135	.136	.142	.078	.631
12521	.009	.011	.0	.0	.018	.009	.008	.034	.0	.008	.661
12522	.128	.057	.152	.0	.162	.139	.093	.068	.028	.039	.833
12523	.113	.068	.076	.045	.072	.122	.101	.068	.043	.039	.725
12524	.066	.091	.03	.022	.072	.07	.059	.0	.028	.063	.691
12525	.124	.136	.083	.067	.036	.131	.135	.0	.014	.094	.708
12526	.019	.011	.0	.0	.0	.03	.017	.0	.0	.008	.616
12527	.045	.045	.015	.022	.036	.048	.059	.102	.014	.031	.708
12528	.064	.045	.053	.0	.018	.087	.067	.0	.0	.031	.764
12529	.247	.159	.242	.089	.144	.257	.261	.034	.114	.11	.744
12530	.262	.148	.25	.089	.162	.205	.21	.068	.214	.102	.74
12531	.245	.159	.144	.089	.234	.231	.168	.136	.228	.11	.697
12532	.113	.08	.106	.022	.09	.104	.126	.034	.071	.055	.727
12533	.066	.034	.076	.045	.054	.083	.034	.068	.1	.023	.817
12534	.104	.068	.076	.0	.09	.096	.093	.034	.057	.047	.725
12535	.177	.068	.182	.089	.108	.196	.126	.034	.171	.063	.769
12536	.166	.102	.167	.067	.09	.157	.143	.17	.1	.07	.77
12537	.173	.068	.159	.045	.072	.191	.118	.034	.199	.047	.753
12538	.2	.125	.129	.067	.234	.196	.152	.102	.199	.086	.746
12539	.068	.057	.053	.0	.09	.052	.093	.068	.0	.039	.779
12540	.07	.057	.068	.0	.072	.07	.067	.0	.043	.039	.801
12541	.094	.091	.061	.022	.054	.104	.126	.068	.043	.063	.741
12542	.045	.023	.023	.022	.072	.035	.025	.0	.014	.016	.684
12543	.109	.034	.045	.0	.126	.087	.059	.0	.0	.023	.622
12544	.109	.102	.061	.0	.162	.078	.143	.204	.014	.07	.711
12545	.098	.068	.045	.045	.162	.113	.042	.0	.0	.047	.649
12546	.085	.068	.068	.0	.054	.117	.084	.068	.0	.047	.759
12547	.072	.057	.076	.022	.018	.07	.059	.034	.071	.031	.693
12548	.092	.068	.023	.067	.054	.083	.067	.034	.0	.047	.638
12549	.096	.057	.038	.045	.126	.091	.101	.102	.071	.039	.73
12550	.079	.08	.121	.0	.108	.065	.067	.102	.057	.055	.854
12551	.064	.057	.038	.0	.09	.07	.076	.102	.0	.031	.739
12552	.036	.023	.0	.0	.072	.026	.017	.0	.0	.008	.563
12553	.213	.114	.144	.045	.234	.213	.194	.102	.285	.078	.724
12554	.068	.011	.03	.0	.072	.074	.076	.102	.0	.0	.708
12555	.173	.102	.159	.067	.144	.178	.126	.102	.185	.07	.776
12556	.136	.08	.045	.022	.108	.117	.093	.068	.028	.055	.728
12557	.126	.136	.106	.045	.162	.135	.076	.034	.014	.094	.76
12558	.064	.034	.038	.0	.09	.07	.017	.0	.0	.023	.684
12559	.049	.034	.008	.0	.036	.039	.059	.068	.0	.023	.652
12560	.092	.045	.114	.045	.09	.087	.084	.068	.014	.031	.923
12561	.047	.045	.053	.067	.018	.039	.051	.102	.0	.031	.882
12562	.043	.023	.015	.0	.036	.057	.025	.034	.0	.008	.699
12563	.032	.011	.015	.0	.036	.039	.017	.0	.0	.008	.73
12564	.207	.068	.144	.022	.162	.187	.101	.034	.114	.039	.702
12565	.134	.057	.083	.0	.036	.139	.194	.136	.085	.039	.736
12566	.064	.034	.015	.045	.09	.078	.042	.0	.028	.023	.638
12567	.092	.057	.053	.022	.036	.122	.059	.034	.0	.039	.65
12568	.064	.057	.038	.022	.0	.061	.084	.136	.028	.039	.777
12569	.107	.102	.061	.045	.162	.109	.084	.034	.057	.07	.761
12570	.115	.091	.076	.045	.126	.096	.101	.034	.057	.063	.718
12571	.154	.08	.098	.045	.108	.174	.152	.102	.071	.055	.714
12572	.026	.011	.008	.0	.0	.03	.034	.034	.0	.008	.651
12573	.188	.136	.189	.156	.108	.231	.152	.068	.114	.094	.77
12574	.183	.148	.174	.067	.198	.2	.118	.102	.043	.102	.807
12575	.107	.057	.106	.045	.09	.117	.118	.102	.071	.039	.824
12576	.226	.182	.129	.179	.198	.148	.202	.068	.1	.125	.659
12577	.087	.068	.061	.022	.108	.078	.076	.034	.0	.047	.765
12578	.034	.011	.008	.0	.036	.035	.025	.068	.043	.0	.653
12579	.122	.091	.091	.112	.072	.113	.093	.0	.1	.063	.749
12580	.117	.091	.083	.0	.108	.152	.067	.068	.057	.063	.742
12581	.271	.148	.326	.089	.162	.283	.227	.272	.285	.102	.827
12582	.145	.091	.129	.022	.162	.148	.126	.102	.114	.063	.739
12583	.132	.011	.114	.045	.036	.144	.126	.136	.0	.0	.756
12584	.119	.068	.061	.0	.054	.109	.084	.034	.028	.047	.681
12585	.066	.045	.023	.022	.054	.07	.042	.0	.0	.031	.609
12586	.162	.091	.106	.089	.036	.139	.135	.136	.028	.063	.684
12587	.085	.057	.083	.0	.054	.122	.059	.034	.028	.039	.847
12588	.177	.091	.189	.067	.144	.209	.135	.068	.199	.063	.838
12589	.092	.034	.038	.0	.108	.109	.093	.0	.014	.023	.738
12590	.149	.068	.098	.045	.072	.152	.118	.034	.057	.047	.693
12591	.171	.011	.091	.022	.198	.187	.177	.204	.0	.0	.734
12592	.051	.045	.023	.089	.036	.048	.042	.068	.0	.031	.63
12593	.058	.011	.03	.0	.108	.044	.059	.0	.057	.008	.751
12594	.205	.045	.129	.045	.162	.178	.126	.136	.142	.023	.681
12595	.058	.045	.03	.022	.126	.035	.059	.034	.014	.023	.732
12596	.136	.08	.159	.067	.09	.174	.093	.068	.1	.055	.844
12597	.104	.057	.068	.045	.108	.104	.118	.034	.128	.039	.748
12598	.047	.045	.015	.0	.036	.044	.076	.0	.0	.031	.716
12599	.068	.034	.061	.022	.09	.087	.017	.0	.043	.023	.728
12600	.109	.057	.083	.045	.036	.096	.135	.034	.1	.039	.741
12601	.07	.057	.023	.0	.108	.074	.025	.0	.043	.039	.653
12602	.06	.057	.03	.0	.036	.048	.059	.034	.0	.039	.675
12603	.049	.023	.038	.022	.0	.048	.051	.034	.0	.016	.778
12604	.028	.034	.008	.0	.054	.017	.042	.0	.014	.023	.698
12605	.147	.091	.129	.022	.144	.126	.093	.034	.057	.063	.779
12606	.038	.023	.015	.045	.09	.035	.017	.0	.0	.008	.644
12607	.075	.045	.038	.022	.054	.057	.101	.034	.014	.031	.687
12608	.232	.125	.152	.067	.306	.213	.253	.068	.185	.086	.728
12609	.267	.125	.242	.112	.18	.3	.194	.17	.271	.086	.745
12610	.1	.068	.076	.0	.126	.109	.109	.034	.057	.047	.777
12611	.098	.068	.053	.045	.072	.074	.126	.136	.114	.047	.674
12612	.183	.114	.114	.0	.09	.218	.101	.0	.085	.078	.735
12613	.143	.102	.083	.045	.144	.144	.168	.0	.014	.07	.737
12614	.109	.057	.045	.022	.18	.113	.051	.034	.057	.039	.622
12615	.079	.08	.045	.0	.108	.052	.101	.0	.0	.055	.688
12616	.092	.068	.045	.0	.054	.117	.093	.034	.057	.047	.703
12617	.087	.08	.03	.022	.108	.096	.034	.068	.071	.055	.685
12618	.149	.136	.114	.134	.162	.113	.084	.102	.1	.094	.763
12619	.147	.17	.068	.0	.234	.144	.126	.0	.014	.117	.725
12620	.211	.148	.197	.089	.144	.205	.236	.136	.114	.102	.78
12621	.062	.045	.008	.022	.018	.026	.051	.034	.043	.031	.591
12622	.113	.08	.076	.022	.108	.131	.126	.0	.0	.055	.744
12623	.096	.034	.061	.0	.072	.074	.067	.034	.014	.016	.677
12624	.098	.045	.068	.022	.054	.126	.042	.0	.028	.031	.745
12625	.068	.102	.023	.045	.108	.065	.076	.034	.0	.07	.708
12626	.132	.068	.174	.022	.09	.161	.109	.102	.142	.047	.873
12627	.094	.045	.068	.045	.054	.109	.042	.034	.071	.031	.713
12628	.068	.068	.068	.022	.036	.091	.034	.068	.028	.047	.819
12629	.049	.034	.038	.0	.018	.052	.034	.0	.0	.023	.734
12630	.109	.045	.083	.022	.108	.087	.059	.068	.014	.031	.751
12631	.134	.148	.03	.0	.072	.187	.135	.102	.014	.102	.724
12632	.136	.08	.121	.067	.126	.109	.185	.102	.128	.055	.752
12633	.126	.08	.106	.089	.126	.109	.101	.034	.057	.055	.788
12634	.045	.08	.03	.0	.054	.039	.042	.0	.0	.055	.78
12635	.096	.045	.03	.045	.036	.087	.059	.0	.014	.031	.593
12636	.051	.045	.015	.0	.036	.052	.076	.0	.014	.031	.656
12637	.198	.102	.167	.067	.198	.209	.168	.136	.171	.078	.734
12638	.162	.102	.121	.045	.216	.17	.118	.068	.1	.07	.762
12639	.085	.034	.053	.067	.054	.074	.109	.034	.028	.023	.708
12640	.041	.045	.045	.0	.018	.044	.042	.068	.0	.031	.742
12641	.062	.045	.053	.0	.108	.07	.042	.034	.028	.031	.786
12642	.036	.034	.008	.0	.054	.035	.034	.034	.028	.023	.763
12643	.062	.068	.015	.022	.036	.07	.084	.034	.014	.047	.699
12644	.132	.057	.167	.0	.198	.122	.109	.102	.114	.039	.849
12645	.109	.068	.091	.067	.072	.1	.126	.102	.043	.047	.746
12646	.111	.08	.098	.0	.054	.096	.16	.068	.071	.055	.79
12647	.109	.08	.045	.022	.108	.104	.067	.102	.0	.055	.674
12648	.06	.045	.045	.0	.09	.048	.093	.034	.028	.031	.747
12649	.164	.136	.091	.112	.108	.161	.109	.034	.028	.117	.646
12650	.124	.08	.076	.0	.108	.113	.126	.17	.028	.055	.762
12651	.075	.057	.038	.045	.108	.057	.076	.068	.043	.039	.705
12652	.032	.045	.023	.0	.09	.017	.051	.068	.0	.031	.764
12653	.083	.057	.076	.022	.126	.087	.067	.034	.071	.039	.756
12654	.072	.057	.03	.022	.054	.078	.059	.136	.057	.039	.678
12655	.143	.057	.091	.0	.162	.126	.109	.0	.057	.039	.703
12656	.092	.057	.091	.022	.09	.104	.059	.0	.057	.039	.782
12657	.128	.045	.152	.022	.09	.113	.101	.0	.043	.031	.791
12658	.075	.023	.091	.0	.072	.083	.076	.0	.043	.016	.918
12659	.104	.068	.114	.089	.09	.074	.042	.068	.014	.047	.684
12660	.09	.08	.083	.0	.054	.096	.084	.0	.057	.055	.774
12661	.079	.011	.061	.0	.036	.078	.101	.034	.014	.008	.701
12662	.064	.08	.03	.067	.072	.061	.059	.0	.014	.055	.676
12663	.032	.034	.03	.0	.036	.03	.034	.068	.0	.023	.84
12664	.026	.034	.015	.0	.09	.022	.008	.0	.014	.023	.703
12665	.156	.102	.091	.067	.126	.139	.126	.102	.057	.063	.666
12666	.07	.068	.03	.067	.054	.07	.042	.0	.0	.047	.664
12667	.07	.057	.045	.0	.144	.07	.067	.102	.0	.031	.74
12668	.058	.034	.023	.0	.054	.057	.067	.102	.0	.016	.662
12669	.173	.057	.098	.0	.09	.205	.135	.204	.043	.039	.718
12670	.113	.068	.068	.0	.144	.1	.084	.068	.014	.047	.67
12671	.198	.159	.152	.067	.09	.222	.202	.068	.128	.102	.773
12672	.147	.08	.098	.022	.216	.148	.16	.17	.1	.055	.785
12673	.16	.102	.114	.134	.162	.113	.084	.0	.128	.063	.675
12674	.205	.114	.114	.134	.252	.2	.16	.136	.171	.078	.724
12675	.096	.114	.045	.045	.09	.096	.101	.068	.057	.078	.733
12676	.085	.023	.03	.022	.036	.074	.051	.0	.0	.016	.639
12677	.032	.011	.023	.0	.036	.022	.025	.0	.0	.0	.688
12678	.068	.045	.015	.0	.018	.074	.051	.034	.028	.031	.642
12679	.13	.034	.076	.067	.144	.1	.16	.136	.0	.023	.702
12680	.136	.091	.098	.0	.072	.157	.16	.0	.071	.055	.765
12681	.028	.034	.015	.0	.054	.035	.017	.068	.0	.023	.659
12682	.049	.034	.015	.0	.108	.026	.042	.034	.014	.023	.663
12683	.158	.102	.083	.112	.216	.144	.152	.17	.071	.07	.693
12684	.066	.057	.061	.0	.036	.074	.067	.0	.071	.039	.776
12685	.092	.057	.121	.0	.108	.109	.093	.068	.043	.039	.829
12686	.158	.114	.152	.089	.144	.152	.16	.136	.057	.078	.739
12687	.036	.045	.0	.0	.072	.052	.008	.034	.0	.031	.652
12688	.041	.034	.038	.0	.054	.044	.025	.034	.028	.023	.782
12689	.151	.068	.136	.022	.144	.074	.118	.102	.114	.047	.715
12690	.13	.057	.083	.022	.036	.161	.152	.068	.0	.039	.723
12691	.066	.057	.038	.0	.036	.07	.076	.0	.014	.039	.719
12692	.228	.125	.212	.089	.27	.183	.118	.068	.199	.086	.672
12693	.217	.148	.144	.045	.144	.205	.185	.068	.1	.102	.712
12694	.19	.125	.114	.112	.18	.191	.143	.17	.142	.078	.726
12695	.068	.068	.045	.045	.054	.078	.067	.0	.071	.047	.803
12696	.19	.148	.136	.045	.072	.174	.202	.102	.142	.102	.712
12697	.124	.091	.083	.067	.09	.131	.135	.136	.114	.063	.727
12698	.122	.057	.129	.067	.144	.113	.084	.068	.071	.031	.758
12699	.269	.125	.288	.045	.18	.305	.177	.034	.228	.086	.78
12700	.226	.159	.189	.112	.144	.239	.168	.136	.071	.102	.701
12701	.072	.045	.061	.0	.09	.078	.067	.034	.0	.031	.77
12702	.081	.068	.061	.0	.036	.109	.093	.034	.043	.047	.779
12703	.107	.057	.068	.045	.144	.117	.093	.068	.085	.039	.831
12704	.154	.091	.053	.022	.108	.174	.093	.102	.0	.063	.605
12705	.085	.08	.076	.022	.054	.074	.084	.034	.057	.047	.831
12706	.23	.102	.265	.134	.198	.231	.194	.238	.228	.07	.833
12707	.062	.045	.068	.0	.072	.026	.084	.068	.028	.031	.782
12708	.085	.136	.045	.0	.018	.083	.084	.0	.057	.094	.74
12709	.162	.114	.152	.089	.162	.139	.16	.102	.028	.078	.739
12710	.22	.125	.167	.112	.126	.161	.168	.068	.142	.086	.663
12711	.03	.011	.008	.0	.018	.035	.025	.0	.014	.008	.783
12712	.075	.068	.083	.022	.072	.087	.059	.068	.1	.047	.756
12713	.085	.136	.076	.0	.126	.113	.051	.0	.043	.094	.781
12714	.028	.023	.015	.0	.09	.017	.017	.0	.0	.016	.727
12715	.168	.136	.098	.089	.054	.135	.21	.0	.014	.094	.714
12716	.081	.045	.015	.0	.072	.087	.051	.034	.014	.031	.699
12717	.06	.068	.053	.022	.018	.057	.084	.068	.043	.047	.742
12718	.045	.023	.008	.0	.036	.039	.051	.0	.0	.016	.642
12719	.072	.057	.038	.0	.054	.091	.051	.0	.028	.031	.745
12720	.066	.057	.076	.022	.018	.078	.067	.0	.043	.039	.882
12721	.092	.057	.106	.022	.072	.065	.093	.102	.028	.031	.814
12722	.104	.091	.053	.045	.054	.1	.135	.0	.014	.063	.733
12723	.083	.068	.03	.022	.054	.07	.084	.136	.043	.047	.636
12724	.136	.068	.091	.022	.144	.135	.101	.102	.199	.047	.742
12725	.171	.102	.083	.089	.09	.196	.16	.204	.114	.07	.69
12726	.017	.011	.0	.0	.0	.026	.017	.0	.0	.0	.645
12727	.117	.068	.053	.067	.036	.126	.152	.068	.1	.039	.717
12728	.092	.091	.083	.022	.072	.078	.135	.068	.0	.063	.767
12729	.301	.159	.212	.112	.234	.287	.177	.17	.242	.11	.707
12730	.09	.068	.091	.022	.054	.109	.084	.0	.071	.047	.783
12731	.028	.023	.03	.0	.054	.026	.017	.034	.014	.016	.794
12732	.066	.057	.03	.022	.09	.07	.076	.102	.043	.039	.731
12733	.049	.057	.023	.022	.036	.052	.067	.034	.0	.039	.75
12734	.051	.023	.03	.045	.036	.044	.059	.034	.0	.008	.729
12735	.16	.091	.114	.022	.198	.131	.194	.034	.028	.07	.682
12736	.249	.17	.197	.156	.234	.209	.227	.17	.1	.117	.748
12737	.058	.068	.083	.0	.072	.057	.034	.034	.0	.047	.928
12738	.19	.08	.182	.045	.162	.213	.126	.068	.1	.055	.749
12739	.083	.08	.076	.022	.108	.065	.076	.102	.0	.047	.743
12740	.126	.057	.091	.022	.09	.1	.135	.068	.114	.039	.743
12741	.156	.068	.129	.045	.198	.148	.101	.068	.085	.047	.759
12742	.087	.045	.076	.0	.072	.109	.059	.034	.057	.031	.802
12743	.096	.08	.053	.045	.036	.117	.067	.0	.128	.055	.68
12744	.1	.034	.076	.045	.072	.087	.135	.034	.0	.016	.718
12745	.115	.091	.083	.022	.126	.104	.109	.136	.071	.063	.756
12746	.126	.102	.083	.067	.054	.126	.084	.068	.057	.07	.709
12747	.128	.068	.106	.045	.126	.104	.109	.102	.028	.047	.72
12748	.09	.068	.053	.0	.036	.122	.042	.034	.028	.055	.75
12749	.164	.102	.129	.067	.09	.174	.109	.068	.028	.07	.736
12750	.098	.057	.061	.0	.036	.091	.101	.068	.028	.039	.753
12751	.104	.091	.053	.022	.126	.096	.126	.0	.028	.063	.709
12752	.049	.08	.015	.022	.036	.044	.084	.0	.0	.055	.657
12753	.136	.125	.045	.022	.09	.157	.135	.034	.043	.086	.691
12754	.028	.034	.038	.0	.144	.013	.008	.0	.0	.023	.775
12755	.113	.057	.053	.0	.09	.113	.109	.034	.014	.039	.711
12756	.087	.068	.023	.0	.036	.07	.126	.034	.028	.047	.645
12757	.066	.068	.068	.022	.054	.065	.051	.068	.057	.047	.727
12758	.015	.011	.015	.0	.036	.017	.008	.0	.014	.008	.756
12759	.177	.068	.167	.067	.18	.144	.118	.272	.142	.047	.765
12760	.132	.114	.061	.067	.144	.122	.101	.0	.043	.078	.729
12761	.109	.068	.083	.045	.162	.083	.109	.102	.043	.047	.778
12762	.087	.057	.03	.0	.054	.091	.084	.034	.0	.039	.679
12763	.062	.034	.076	.0	.054	.083	.042	.068	.028	.023	.843
12764	.13	.08	.167	.022	.162	.152	.101	.034	.071	.055	.828
12765	.128	.08	.121	.089	.09	.091	.067	.034	.043	.078	.718
12766	.211	.114	.189	.045	.162	.152	.202	.34	.171	.07	.717
12767	.049	.034	.045	.0	.072	.061	.042	.034	.0	.023	.778
12768	.07	.08	.023	.0	.09	.07	.093	.136	.0	.055	.717
12769	.107	.068	.091	.045	.054	.087	.093	.034	.085	.047	.693
12770	.115	.08	.098	.112	.144	.096	.126	.17	.0	.055	.744
12771	.049	.034	.061	.022	.018	.065	.034	.034	.014	.023	.865
12772	.049	.045	.023	.022	.018	.052	.051	.0	.0	.031	.701
12773	.107	.068	.023	.045	.072	.109	.076	.102	.043	.047	.67
12774	.055	.034	.038	.022	.108	.026	.051	.034	.014	.016	.639
12775	.1	.08	.045	.022	.198	.087	.076	.102	.014	.055	.681
12776	.075	.034	.076	.0	.072	.07	.059	.034	.071	.023	.752
12777	.115	.08	.098	.045	.108	.131	.076	.0	.014	.055	.742
12778	.168	.114	.189	.022	.09	.196	.135	.102	.185	.078	.813
12779	.196	.114	.068	.089	.198	.2	.135	.136	.1	.078	.654
12780	.117	.068	.144	.0	.144	.135	.059	.034	.142	.047	.868
12781	.102	.068	.106	.022	.126	.113	.084	.034	.185	.047	.819
12782	.087	.08	.061	.045	.054	.1	.017	.0	.071	.055	.734
12783	.058	.057	.015	.0	.072	.048	.101	.068	.0	.039	.667
12784	.181	.114	.091	.045	.144	.161	.194	.102	.171	.078	.702
12785	.126	.091	.098	.045	.108	.144	.093	.102	.114	.063	.709
12786	.1	.057	.015	.022	.054	.078	.118	.102	.014	.039	.619
12787	.145	.136	.167	.022	.144	.152	.143	.034	.057	.094	.837
12788	.017	.011	.023	.0	.018	.017	.025	.0	.0	.008	.85
12789	.109	.114	.023	.045	.036	.113	.126	.102	.043	.07	.649
12790	.055	.068	.023	.0	.072	.065	.042	.0	.014	.047	.683
12791	.113	.057	.061	.0	.054	.109	.109	.0	.043	.039	.694
12792	.064	.011	.008	.022	.054	.035	.042	.034	.0	.008	.638
12793	.171	.091	.129	.022	.126	.178	.16	.034	.071	.063	.721
12794	.075	.08	.015	.022	.036	.074	.051	.0	.028	.055	.651
12795	.049	.057	.023	.0	.018	.065	.059	.034	.0	.039	.712
12796	.09	.08	.045	.0	.09	.078	.109	.068	.028	.055	.732
12797	.111	.091	.091	.022	.054	.135	.109	.102	.128	.063	.782
12798	.124	.08	.083	.067	.108	.109	.109	.102	.014	.055	.756
12799	.043	.057	.023	.0	.036	.057	.025	.034	.0	.039	.737
12800	.256	.125	.174	.112	.144	.274	.16	.17	.171	.086	.72
12801	.077	.068	.076	.022	.036	.091	.067	.0	.085	.047	.812
12802	.079	.068	.053	.045	.054	.087	.084	.0	.057	.047	.725
12803	.13	.08	.083	.067	.054	.139	.143	.068	.171	.055	.723
12804	.094	.034	.083	.0	.18	.117	.042	.0	.0	.023	.796
12805	.122	.102	.061	.0	.108	.126	.093	.102	.014	.07	.742
12806	.198	.136	.167	.045	.144	.244	.118	.068	.085	.094	.777
12807	.217	.091	.212	.179	.108	.205	.135	.102	.214	.063	.8
12808	.026	.011	.0	.022	.018	.035	.017	.0	.0	.008	.63
12809	.038	.045	.023	.0	.0	.052	.051	.034	.014	.023	.749
12810	.262	.136	.28	.089	.27	.287	.135	.136	.342	.094	.801
12811	.066	.045	.03	.0	.054	.07	.093	.0	.043	.031	.711
12812	.156	.057	.114	.045	.144	.139	.118	.136	.0	.039	.707
12813	.124	.114	.098	.0	.144	.117	.076	.0	.071	.078	.736
12814	.149	.102	.129	.067	.144	.183	.143	.0	.0	.07	.739
12815	.111	.045	.053	.0	.09	.117	.067	.034	.043	.031	.688
