id	mls	mlt	mlc	c_s	vp_t	c_t	dc_c	dc_t	t_s	ct_t	cp_t	cp_c	cn_t	cn_c
9153	0.0556	0.0391	0.0349	0.2036	0.1935	0.1768	0.5238	0.1128	0.1670	0.1128	0.0542	0.0519	0.0325	0.0493	
9154	0.0815	0.0520	0.0433	0.2262	0.1404	0.1894	0.5000	0.1154	0.1732	0.1154	0.0610	0.0545	0.0301	0.0426	
9155	0.0742	0.0641	0.0888	0.1018	0.1124	0.1136	0.3333	0.0462	0.1299	0.0462	0.3659	0.5455	0.0430	0.1015	
9156	0.0670	0.0587	0.0333	0.2489	0.2434	0.2778	0.4545	0.1538	0.1299	0.1538	0.0813	0.0496	0.0975	0.0942	
9157	0.1503	0.1201	0.0416	0.4072	0.4494	0.4545	0.8333	0.4615	0.1299	0.4615	0.0000	0.0000	0.2408	0.1422	
9158	0.0905	0.0553	0.0487	0.2206	0.1788	0.1791	0.3846	0.0839	0.1786	0.0923	0.1330	0.1259	0.0547	0.0820	
9159	0.0633	0.0448	0.0466	0.1697	0.1573	0.1515	0.5000	0.0923	0.1623	0.1108	0.0976	0.1091	0.0654	0.1158	
9160	0.0715	0.0620	0.0516	0.1697	0.1826	0.1894	0.6000	0.1385	0.1299	0.1385	0.0000	0.0000	0.0602	0.0853	
9161	0.1112	0.0652	0.0730	0.1765	0.1605	0.1407	0.3077	0.0527	0.1818	0.0791	0.0349	0.0419	0.1155	0.2203	
9162	0.0905	0.0761	0.0452	0.2376	0.2809	0.2652	0.4286	0.1385	0.1299	0.1385	0.2439	0.1558	0.0258	0.0261	
9163	0.0835	0.0552	0.0469	0.2133	0.1873	0.1852	0.4091	0.0923	0.1670	0.0923	0.0542	0.0496	0.0573	0.0831	
9164	0.1459	0.0974	0.1216	0.1357	0.1030	0.1263	0.2000	0.0308	0.1558	0.0462	0.0407	0.0545	0.0631	0.1340	
9165	0.0699	0.0435	0.0452	0.1900	0.1364	0.1515	0.5000	0.0923	0.1818	0.0659	0.1045	0.1169	0.0319	0.0566	
9166	0.0724	0.0470	0.0460	0.1923	0.1334	0.1610	0.4118	0.0808	0.1732	0.0808	0.1829	0.1925	0.0215	0.0358	
9167	0.1099	0.0904	0.0572	0.2230	0.2167	0.2489	0.5217	0.1582	0.1299	0.1582	0.1045	0.0711	0.1204	0.1298	
9168	0.0416	0.0400	0.0416	0.1357	0.1404	0.1515	0.5000	0.0923	0.1299	0.0923	0.0813	0.0909	0.0430	0.0762	
9169	0.1123	0.0368	0.0638	0.2036	0.0787	0.0909	0.3333	0.0369	0.3247	0.0369	0.0000	0.0000	0.0172	0.0508	
9170	0.0554	0.0470	0.0412	0.1719	0.1826	0.1799	0.5526	0.1212	0.1385	0.1212	0.0762	0.0718	0.0462	0.0689	
9171	0.1199	0.0814	0.0635	0.2172	0.2247	0.2020	0.5625	0.1385	0.1558	0.1538	0.1626	0.1364	0.1147	0.1523	
9172	0.0488	0.0454	0.0404	0.1584	0.1311	0.1768	0.5714	0.1231	0.1299	0.1231	0.1626	0.1558	0.0459	0.0696	
9173	0.0525	0.0480	0.0500	0.1357	0.1124	0.1515	0.5000	0.0923	0.1299	0.0923	0.2439	0.2727	0.0000	0.0000	
9174	0.0923	0.0774	0.0439	0.2489	0.2809	0.2778	0.7273	0.2462	0.1299	0.2462	0.0000	0.0000	0.0401	0.0388	
9175	0.0658	0.0520	0.0601	0.1357	0.1798	0.1364	0.3889	0.0646	0.1443	0.0646	0.0976	0.1212	0.0413	0.0812	
9176	0.1177	0.0961	0.0333	0.4072	0.3933	0.4545	0.5000	0.2769	0.1299	0.2769	0.2439	0.0909	0.1720	0.1015	
9177	0.0742	0.0641	0.0444	0.2036	0.1873	0.2273	0.5556	0.1538	0.1299	0.1538	0.0813	0.0606	0.0917	0.1083	
9178	0.1141	0.0934	0.0729	0.1810	0.2060	0.2020	0.5000	0.1231	0.1299	0.1231	0.1626	0.1364	0.1032	0.1371	
9179	0.2155	0.1681	0.0389	0.6109	0.5056	0.6818	0.5556	0.4615	0.1299	0.4615	0.2439	0.0606	0.6365	0.2505	
9180	0.0905	0.0761	0.0633	0.1697	0.2107	0.1894	0.7000	0.1615	0.1299	0.1615	0.0000	0.0000	0.0860	0.1219	
9181	0.0470	0.0377	0.0500	0.1244	0.1284	0.1190	0.5455	0.0791	0.1515	0.0791	0.1045	0.1487	0.0221	0.0498	
9182	0.0796	0.0681	0.0436	0.2206	0.2247	0.2462	0.6923	0.2077	0.1299	0.2077	0.1220	0.0839	0.0516	0.0562	
9183	0.1068	0.0000	0.0262	0.4751	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0779	0.0000	0.0957	
9184	0.1503	0.0801	0.0500	0.3394	0.2247	0.2525	0.4000	0.1231	0.1948	0.1231	0.0813	0.0545	0.0057	0.0061	
9185	0.0561	0.0507	0.0452	0.1584	0.2247	0.1768	0.7143	0.1538	0.1299	0.1538	0.0000	0.0000	0.0172	0.0261	
9186	0.2916	0.2242	0.0424	0.7466	1.0000	0.8333	0.9091	0.9231	0.1299	0.9231	0.0000	0.0000	0.2924	0.0942	
9187	0.1286	0.0416	0.0361	0.4072	0.1573	0.1818	0.5833	0.1292	0.3247	0.2769	0.0000	0.0000	0.0172	0.0254	
9188	0.1050	0.0578	0.0570	0.2149	0.1748	0.1599	0.4737	0.0923	0.1948	0.0923	0.2439	0.2584	0.0325	0.0545	
9189	0.1503	0.1201	0.0624	0.2715	0.3933	0.3030	0.7500	0.2769	0.1299	0.2769	0.2439	0.1364	0.0172	0.0152	
9190	0.0978	0.0814	0.0564	0.2036	0.2434	0.2273	0.5000	0.1385	0.1299	0.1385	0.2032	0.1515	0.0573	0.0677	
9191	0.0568	0.0427	0.0381	0.1900	0.1592	0.1768	0.4286	0.0923	0.1558	0.0923	0.0407	0.0389	0.0315	0.0479	
9192	0.0334	0.0340	0.0283	0.1697	0.1545	0.1894	0.7000	0.1615	0.1299	0.1615	0.0000	0.0000	0.0344	0.0487	
9193	0.0488	0.0340	0.0257	0.2489	0.1545	0.2083	0.3636	0.0923	0.1732	0.0923	0.0610	0.0496	0.0301	0.0388	
9194	0.0416	0.0400	0.0227	0.2489	0.2060	0.2778	0.5455	0.1846	0.1299	0.1846	0.2439	0.1487	0.0401	0.0388	
9195	0.0905	0.0761	0.0352	0.3054	0.2949	0.3409	0.6667	0.2769	0.1299	0.2769	0.1220	0.0606	0.0731	0.0575	
9196	0.0959	0.0801	0.0454	0.2489	0.2060	0.2778	0.3636	0.1231	0.1299	0.1231	0.1626	0.0992	0.0401	0.0388	
9197	0.1032	0.0854	0.0533	0.2262	0.2996	0.2525	0.7000	0.2154	0.1299	0.2154	0.1626	0.1091	0.1147	0.1219	
9198	0.0595	0.0465	0.0369	0.2036	0.1510	0.1989	0.4524	0.1096	0.1484	0.1096	0.0610	0.0519	0.0495	0.0667	
9199	0.0887	0.0747	0.0622	0.1697	0.2528	0.1894	0.6000	0.1385	0.1299	0.1385	0.1626	0.1455	0.1032	0.1462	
9200	0.0507	0.0467	0.0389	0.1697	0.1685	0.1894	0.5333	0.1231	0.1299	0.1231	0.0813	0.0727	0.0172	0.0244	
9201	0.0481	0.0280	0.0222	0.2851	0.1475	0.1989	0.3810	0.0923	0.2078	0.1269	0.0000	0.0000	0.0108	0.0145	
9202	0.0459	0.0360	0.0562	0.1086	0.1124	0.1010	0.3750	0.0462	0.1558	0.0462	0.0000	0.0000	0.0287	0.0762	
9203	0.0742	0.0320	0.0167	0.5430	0.2528	0.3030	0.6250	0.2308	0.2597	0.2308	0.0000	0.0000	0.0946	0.0838	
9204	0.0996	0.0355	0.0304	0.3846	0.1766	0.1840	0.4118	0.0923	0.3030	0.1319	0.1045	0.0963	0.0442	0.0645	
9205	0.0688	0.0600	0.0263	0.3224	0.3371	0.3598	0.6842	0.3000	0.1299	0.3000	0.0000	0.0000	0.1075	0.0802	
9206	0.0905	0.0761	0.0452	0.2376	0.1966	0.2652	0.7143	0.2308	0.1299	0.2308	0.0000	0.0000	0.0430	0.0435	
9207	0.0525	0.0480	0.0250	0.2715	0.2809	0.3030	1.0000	0.3692	0.1299	0.0000	0.2439	0.1364	0.2064	0.1828	
9208	0.0887	0.0560	0.0491	0.2149	0.1615	0.1799	0.4737	0.1038	0.1732	0.1500	0.0915	0.0861	0.0344	0.0513	
9209	0.1068	0.0881	0.0916	0.1357	0.2247	0.1515	0.5000	0.0923	0.1299	0.0923	0.2439	0.2727	0.0860	0.1523	
9210	0.0171	0.0220	0.0229	0.1357	0.1124	0.1515	0.5000	0.0923	0.1299	0.0923	0.0610	0.0682	0.0301	0.0533	
9211	0.1032	0.0569	0.0463	0.2602	0.1685	0.1936	0.6087	0.1436	0.1948	0.1641	0.1626	0.1423	0.0707	0.0980	
9212	0.0392	0.0383	0.0377	0.1433	0.1248	0.1599	0.4737	0.0923	0.1299	0.0923	0.1084	0.1148	0.0134	0.0224	
9213	0.0688	0.0600	0.1249	0.0679	0.1124	0.0758	0.0000	0.0000	0.1299	0.0000	0.0000	0.0000	0.0258	0.0914	
9214	0.1123	0.0737	0.0426	0.3054	0.2697	0.2727	0.4444	0.1477	0.1623	0.1662	0.2439	0.1515	0.0550	0.0542	
9215	0.0457	0.0430	0.0377	0.1612	0.1404	0.1799	0.3158	0.0692	0.1299	0.0577	0.1220	0.1148	0.0301	0.0449	
9216	0.0525	0.0480	0.0444	0.1527	0.1826	0.1705	0.5556	0.1154	0.1299	0.1154	0.1220	0.1212	0.0258	0.0406	
9217	0.0533	0.0487	0.0548	0.1253	0.1210	0.1399	0.4167	0.0710	0.1299	0.0710	0.0375	0.0454	0.0304	0.0584	
9218	0.0470	0.0294	0.0305	0.2036	0.2060	0.1515	0.6667	0.1231	0.1948	0.1846	0.0813	0.0909	0.0287	0.0508	
9219	0.1003	0.0520	0.0481	0.2443	0.1545	0.1705	0.5000	0.1038	0.2078	0.1154	0.1524	0.1515	0.0559	0.0880	
9220	0.0804	0.0600	0.0476	0.2036	0.2107	0.1989	0.5714	0.1385	0.1484	0.1269	0.1524	0.1299	0.0602	0.0812	
9221	0.0344	0.0347	0.0361	0.1357	0.1311	0.1515	0.5000	0.0923	0.1299	0.0923	0.1626	0.1818	0.0057	0.0102	
9222	0.1594	0.1902	0.0989	0.1810	0.3090	0.3030	0.5625	0.2077	0.0866	0.2077	0.2439	0.1364	0.1290	0.1142	
9223	0.0790	0.0676	0.0575	0.1659	0.1561	0.1852	0.5000	0.1128	0.1299	0.1128	0.1355	0.1240	0.0573	0.0831	
9224	0.0447	0.0494	0.0474	0.1260	0.1592	0.1641	0.6154	0.1231	0.1113	0.0923	0.1220	0.1259	0.0659	0.1078	
9225	0.0688	0.0400	0.0357	0.2376	0.1685	0.1768	0.5714	0.1231	0.1948	0.1846	0.0000	0.0000	0.0344	0.0522	
9226	0.0362	0.0360	0.0500	0.1018	0.1404	0.1136	0.3333	0.0462	0.1299	0.0462	0.1220	0.1818	0.0258	0.0609	
9227	0.0764	0.0657	0.0569	0.1629	0.2247	0.1818	0.5000	0.1108	0.1299	0.1108	0.0976	0.0909	0.0550	0.0812	
9228	0.0590	0.0330	0.0343	0.2172	0.1194	0.1515	0.3125	0.0577	0.2078	0.0692	0.0000	0.0000	0.0538	0.0952	
9229	0.0807	0.0689	0.0551	0.1765	0.2022	0.1970	0.6154	0.1477	0.1299	0.1477	0.1463	0.1259	0.0654	0.0890	
9230	0.0706	0.0614	0.0383	0.2262	0.2622	0.2525	0.7000	0.2154	0.1299	0.2154	0.3252	0.2182	0.0688	0.0731	
9231	0.1286	0.1041	0.0541	0.2715	0.2247	0.3030	0.5000	0.1846	0.1299	0.1846	0.7317	0.4091	0.0172	0.0152	
9232	0.0438	0.0260	0.0255	0.2308	0.1194	0.1610	0.4118	0.0808	0.2078	0.0808	0.0000	0.0000	0.0108	0.0179	
9233	0.0438	0.0347	0.0481	0.1222	0.1311	0.1136	0.4444	0.0615	0.1558	0.0615	0.0000	0.0000	0.0201	0.0474	
9234	0.0344	0.0347	0.0309	0.1584	0.1498	0.1768	0.4286	0.0923	0.1299	0.0923	0.0000	0.0000	0.0115	0.0174	
9235	0.3786	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
9236	0.0537	0.0489	0.0611	0.1131	0.0999	0.1263	0.4000	0.0615	0.1299	0.0615	0.1355	0.1818	0.0401	0.0853	
9237	0.0525	0.0427	0.0444	0.1527	0.1311	0.1515	0.4444	0.0821	0.1461	0.0923	0.0000	0.0000	0.0210	0.0372	
9238	0.0432	0.0412	0.0461	0.1260	0.1284	0.1407	0.3846	0.0659	0.1299	0.0659	0.0697	0.0839	0.0319	0.0609	
9239	0.1014	0.0841	0.0500	0.2376	0.3090	0.2652	0.5714	0.1846	0.1299	0.1846	0.2439	0.1558	0.0774	0.0783	
9240	0.0394	0.0384	0.0400	0.1357	0.1573	0.1515	0.7000	0.1292	0.1299	0.1292	0.0488	0.0545	0.0550	0.0975	
9241	0.0688	0.0600	0.0500	0.1697	0.1685	0.1894	0.6000	0.1385	0.1299	0.1385	0.1220	0.1091	0.0688	0.0975	
9242	0.0525	0.0275	0.0333	0.2036	0.1204	0.1299	0.5000	0.0791	0.2273	0.0923	0.0000	0.0000	0.0172	0.0355	
9243	0.0699	0.0608	0.0264	0.3258	0.4045	0.3636	0.7500	0.3323	0.1299	0.3323	0.0976	0.0454	0.1067	0.0787	
9244	0.2209	0.1721	0.1790	0.1357	0.0843	0.1515	0.2500	0.0462	0.1299	0.0462	0.0000	0.0000	0.0172	0.0305	
9245	0.1286	0.1041	0.0361	0.4072	0.4494	0.4545	0.6667	0.3692	0.1299	0.3692	0.2439	0.0909	0.1376	0.0812	
9246	0.0307	0.0320	0.0285	0.1584	0.1311	0.1768	0.5714	0.1231	0.1299	0.1231	0.0813	0.0779	0.0115	0.0174	
9247	0.1594	0.1521	0.0546	0.3281	0.4045	0.4394	0.3448	0.1846	0.1082	0.1477	0.0488	0.0188	0.1548	0.0945	
9248	0.0680	0.0595	0.0509	0.1648	0.2006	0.1840	0.5294	0.1187	0.1299	0.1187	0.0697	0.0641	0.0295	0.0430	
9249	0.0724	0.0538	0.0391	0.2262	0.1766	0.2164	0.6500	0.1714	0.1515	0.1846	0.1045	0.0818	0.0319	0.0396	
9250	0.0796	0.0681	0.0708	0.1357	0.2247	0.1515	0.7500	0.1385	0.1299	0.1385	0.2439	0.2727	0.0172	0.0305	
9251	0.0835	0.0552	0.0645	0.1551	0.1248	0.1347	0.4375	0.0718	0.1670	0.0718	0.0542	0.0682	0.0803	0.1599	
9252	0.0380	0.0560	0.0466	0.1131	0.1685	0.1894	0.6000	0.1385	0.0866	0.1385	0.1220	0.1091	0.0860	0.1219	
9253	0.0688	0.0600	0.0250	0.3394	0.3090	0.3788	0.7000	0.3231	0.1299	0.3231	0.0000	0.0000	0.1290	0.0914	
9254	0.0928	0.0681	0.0515	0.2133	0.1615	0.2083	0.4545	0.1154	0.1484	0.1154	0.1829	0.1487	0.0495	0.0637	
9255	0.1014	0.0841	0.0538	0.2206	0.2177	0.2462	0.5385	0.1615	0.1299	0.1615	0.2439	0.1678	0.0774	0.0844	
9256	0.0655	0.0412	0.0428	0.1900	0.1445	0.1515	0.2143	0.0396	0.1818	0.0527	0.0697	0.0779	0.0270	0.0479	
9257	0.0594	0.0417	0.0368	0.2036	0.1565	0.1786	0.3939	0.0857	0.1653	0.0923	0.0523	0.0496	0.0319	0.0480	
9258	0.0742	0.0524	0.0545	0.1659	0.1277	0.1515	0.2273	0.0420	0.1587	0.0420	0.0665	0.0744	0.0532	0.0942	
9259	0.0434	0.0310	0.0369	0.1584	0.1053	0.1326	0.2857	0.0462	0.1732	0.0462	0.0305	0.0389	0.0065	0.0131	
9260	0.0645	0.0427	0.0484	0.1659	0.1545	0.1389	0.3636	0.0615	0.1732	0.0846	0.0407	0.0496	0.0444	0.0859	
9261	0.0959	0.0801	0.0416	0.2715	0.2809	0.3030	0.7500	0.2769	0.1299	0.2769	0.0000	0.0000	0.0172	0.0152	
9262	0.0452	0.0427	0.0533	0.1131	0.1498	0.1263	0.6000	0.0923	0.1299	0.0923	0.0813	0.1091	0.0287	0.0609	
9263	0.0488	0.0454	0.0453	0.1414	0.1404	0.1578	0.4000	0.0769	0.1299	0.0692	0.1016	0.1091	0.0301	0.0512	
9264	0.0644	0.0568	0.0591	0.1357	0.1124	0.1515	0.3500	0.0646	0.1299	0.0646	0.1220	0.1364	0.0705	0.1249	
9265	0.0742	0.0641	0.0444	0.2036	0.2060	0.2273	0.6667	0.1846	0.1299	0.1846	0.1626	0.1212	0.0573	0.0677	
9266	0.0362	0.0360	0.0749	0.0679	0.0562	0.0758	0.0000	0.0000	0.1299	0.0000	0.1220	0.2727	0.0258	0.0914	
9267	0.1141	0.0934	0.0530	0.2489	0.2434	0.2778	0.5455	0.1846	0.1299	0.1846	0.3252	0.1983	0.1147	0.1108	
9268	0.0362	0.0360	0.0187	0.2715	0.2247	0.3030	0.7500	0.2769	0.1299	0.2769	0.0000	0.0000	0.0602	0.0533	
9269	0.0916	0.0641	0.0888	0.1222	0.1030	0.1136	0.2222	0.0308	0.1558	0.0308	0.1220	0.1818	0.0631	0.1489	
9270	0.0742	0.0641	0.0333	0.2715	0.3933	0.3030	0.7500	0.2769	0.1299	0.2769	0.4878	0.2727	0.0516	0.0457	
9271	0.0923	0.0774	0.0439	0.2489	0.2247	0.2778	0.6364	0.2154	0.1299	0.2154	0.2439	0.1487	0.1147	0.1108	
9272	0.0416	0.0400	0.0278	0.2036	0.2247	0.2273	0.6667	0.1846	0.1299	0.1846	0.0000	0.0000	0.0172	0.0203	
9273	0.0452	0.0366	0.0355	0.1697	0.1445	0.1623	0.3333	0.0659	0.1515	0.0659	0.0349	0.0364	0.0172	0.0284	
9274	0.2155	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
9275	0.1068	0.0881	0.0458	0.2715	0.2809	0.3030	0.7500	0.2769	0.1299	0.2769	0.7317	0.4091	0.0344	0.0305	
9276	0.1322	0.1068	0.0512	0.2941	0.2809	0.3283	0.6923	0.2769	0.1299	0.2769	0.2439	0.1259	0.0287	0.0234	
9277	0.0633	0.0560	0.0429	0.1842	0.1846	0.2056	0.6842	0.1714	0.1299	0.1714	0.1742	0.1436	0.0688	0.0898	
9278	0.0307	0.0267	0.0555	0.0814	0.0843	0.0758	0.3333	0.0308	0.1558	0.0308	0.0813	0.1818	0.0143	0.0508	
9279	0.0752	0.0594	0.0593	0.1543	0.1498	0.1578	0.2800	0.0538	0.1417	0.0538	0.1829	0.1964	0.0917	0.1560	
9280	0.0307	0.0320	0.0370	0.1222	0.1685	0.1364	0.4444	0.0738	0.1299	0.0738	0.0000	0.0000	0.0310	0.0609	
9281	0.0593	0.0530	0.0490	0.1527	0.1685	0.1705	0.5000	0.1038	0.1299	0.1038	0.1524	0.1515	0.0731	0.1151	
9282	0.0873	0.0307	0.0333	0.3122	0.1264	0.1452	0.4348	0.0769	0.3117	0.1308	0.0407	0.0475	0.0344	0.0636	
9283	0.0769	0.0377	0.0550	0.1697	0.1124	0.1082	0.3000	0.0396	0.2273	0.0396	0.1045	0.1636	0.0369	0.0914	
9284	0.0226	0.0260	0.0541	0.0679	0.0562	0.0758	0.0000	0.0000	0.1299	0.0000	0.0610	0.1364	0.0258	0.0914	
9285	0.0677	0.0494	0.0560	0.1493	0.1217	0.1389	0.2727	0.0462	0.1558	0.0462	0.1626	0.1983	0.0573	0.1108	
9286	0.0307	0.0320	0.0444	0.1018	0.1264	0.1136	0.3333	0.0462	0.1299	0.0462	0.0000	0.0000	0.0344	0.0812	
9287	0.0815	0.0378	0.0412	0.2376	0.1175	0.1446	0.3810	0.0671	0.2381	0.0671	0.0443	0.0519	0.0188	0.0348	
9288	0.0905	0.0761	0.0703	0.1527	0.1615	0.1705	0.5556	0.1154	0.1299	0.1154	0.1829	0.1818	0.0667	0.1049	
9289	0.0171	0.0220	0.0305	0.1018	0.1404	0.1136	0.3333	0.0462	0.1299	0.0462	0.0610	0.0909	0.0172	0.0406	
9290	0.0769	0.0661	0.0366	0.2545	0.2949	0.2841	0.6667	0.2308	0.1299	0.2308	0.0610	0.0364	0.0344	0.0325	
9291	0.0938	0.0785	0.0480	0.2308	0.1798	0.2576	0.5882	0.1846	0.1299	0.1846	0.0488	0.0321	0.0791	0.0824	
9292	0.1068	0.0771	0.0754	0.1648	0.1685	0.1610	0.4118	0.0808	0.1484	0.1154	0.2439	0.2567	0.0753	0.1254	
9293	0.1006	0.0584	0.0507	0.2327	0.1404	0.1818	0.4167	0.0923	0.1855	0.0923	0.0732	0.0682	0.0619	0.0914	
9294	0.0394	0.0384	0.0363	0.1493	0.1685	0.1667	0.6364	0.1292	0.1299	0.1292	0.0488	0.0496	0.0241	0.0388	
9295	0.0633	0.0560	0.0530	0.1493	0.1573	0.1667	0.4545	0.0923	0.1299	0.0923	0.1951	0.1983	0.0550	0.0886	
9296	0.1938	0.0761	0.0452	0.4751	0.2528	0.2652	0.5714	0.1846	0.2597	0.2308	0.2439	0.1558	0.0688	0.0696	
9297	0.0325	0.0286	0.0416	0.1131	0.1043	0.1082	0.3000	0.0396	0.1515	0.0264	0.0697	0.1091	0.0074	0.0183	
9298	0.0715	0.0620	0.0645	0.1357	0.1966	0.1515	0.5000	0.0923	0.1299	0.0923	0.0610	0.0682	0.1419	0.2513	
9299	0.0470	0.0440	0.0366	0.1697	0.1966	0.1894	0.8000	0.1846	0.1299	0.1846	0.1220	0.1091	0.0344	0.0487	
9300	0.0688	0.0343	0.0555	0.1527	0.0722	0.0974	0.2222	0.0264	0.2273	0.0396	0.1045	0.1818	0.0049	0.0135	
9301	0.0935	0.0641	0.0488	0.2262	0.1890	0.2066	0.5000	0.1259	0.1587	0.1343	0.1552	0.1273	0.0766	0.0995	
9302	0.1340	0.0926	0.0710	0.2149	0.2167	0.2056	0.5789	0.1451	0.1515	0.1714	0.2090	0.1723	0.1130	0.1475	
9303	0.0633	0.0560	0.0583	0.1357	0.2247	0.1515	0.5000	0.0923	0.1299	0.0923	0.0000	0.0000	0.0344	0.0609	
9304	0.0561	0.0338	0.0352	0.2036	0.1311	0.1515	0.4444	0.0821	0.1948	0.1026	0.0813	0.0909	0.0076	0.0135	
9305	0.0633	0.0420	0.0411	0.1923	0.1264	0.1610	0.3529	0.0692	0.1732	0.0577	0.0610	0.0641	0.0172	0.0287	
9306	0.0769	0.0661	0.0458	0.2036	0.2247	0.2273	0.6667	0.1846	0.1299	0.1846	0.1829	0.1364	0.0301	0.0355	
9307	0.0923	0.0464	0.0537	0.2036	0.1124	0.1364	0.3889	0.0646	0.2165	0.0646	0.0488	0.0606	0.0430	0.0846	
9308	0.0597	0.0534	0.0333	0.2262	0.2247	0.2525	0.7000	0.2154	0.1299	0.2154	0.0000	0.0000	0.0287	0.0305	
9309	0.0688	0.0600	0.0384	0.2206	0.2247	0.2462	0.6923	0.2077	0.1299	0.2077	0.0000	0.0000	0.0817	0.0890	
9310	0.0824	0.0400	0.0530	0.1867	0.1043	0.1190	0.2727	0.0396	0.2273	0.0527	0.1045	0.1487	0.0221	0.0498	
9311	0.0525	0.0320	0.0333	0.2036	0.1124	0.1515	0.3333	0.0615	0.1948	0.0615	0.0000	0.0000	0.0172	0.0305	
9312	0.0944	0.0691	0.0479	0.2327	0.2388	0.2273	0.5417	0.1500	0.1484	0.1500	0.0915	0.0682	0.0839	0.0990	
9313	0.0633	0.0420	0.0500	0.1584	0.1404	0.1326	0.5714	0.0923	0.1732	0.0923	0.0000	0.0000	0.0215	0.0435	
9314	0.0362	0.0360	0.0500	0.1018	0.1685	0.1136	0.3333	0.0462	0.1299	0.0462	0.0000	0.0000	0.0172	0.0406	
9315	0.0742	0.0408	0.0373	0.2424	0.1175	0.1722	0.4400	0.0923	0.2041	0.1091	0.0887	0.0873	0.0235	0.0366	
9316	0.1177	0.0686	0.0476	0.2851	0.2408	0.2273	0.4286	0.1187	0.1818	0.1714	0.1045	0.0779	0.0393	0.0464	
9317	0.0894	0.0753	0.0652	0.1629	0.1910	0.1818	0.5833	0.1292	0.1299	0.1292	0.1951	0.1818	0.0791	0.1168	
9318	0.1068	0.0881	0.0916	0.1357	0.2247	0.1515	0.5000	0.0923	0.1299	0.0923	0.4878	0.5455	0.1032	0.1828	
9319	0.1027	0.0619	0.0506	0.2376	0.1685	0.1928	0.4643	0.1091	0.1786	0.1259	0.1330	0.1169	0.0547	0.0762	
9320	0.0525	0.0384	0.0307	0.2206	0.1910	0.1970	0.5385	0.1292	0.1623	0.1477	0.0488	0.0419	0.0413	0.0562	
9321	0.0289	0.0263	0.0348	0.1244	0.0883	0.1190	0.2727	0.0396	0.1515	0.0396	0.0349	0.0496	0.0098	0.0222	
9322	0.0470	0.0294	0.0229	0.2715	0.1498	0.2020	0.5000	0.1231	0.1948	0.1231	0.0000	0.0000	0.0115	0.0152	
9323	0.0742	0.0320	0.0222	0.4072	0.1404	0.2273	0.5000	0.1385	0.2597	0.1846	0.0000	0.0000	0.0344	0.0406	
9324	0.0633	0.0560	0.0291	0.2715	0.2809	0.3030	0.7500	0.2769	0.1299	0.2769	0.2439	0.1364	0.0688	0.0609	
9325	0.0887	0.0673	0.0560	0.1885	0.1910	0.1894	0.4800	0.1108	0.1443	0.1200	0.1220	0.1091	0.0585	0.0829	
9326	0.0606	0.0360	0.0300	0.2545	0.1404	0.1894	0.4667	0.1077	0.1948	0.1538	0.0000	0.0000	0.0315	0.0447	
9327	0.0861	0.0445	0.0694	0.1481	0.0999	0.1010	0.3333	0.0410	0.2125	0.0513	0.0949	0.1591	0.0334	0.0888	
9328	0.0344	0.0347	0.0541	0.0905	0.0936	0.1010	0.2500	0.0308	0.1299	0.0308	0.0000	0.0000	0.0172	0.0457	
9329	0.0407	0.0337	0.0468	0.1188	0.1204	0.1136	0.2381	0.0330	0.1515	0.0396	0.0523	0.0779	0.0221	0.0522	
9330	0.0789	0.0675	0.0546	0.1745	0.1766	0.1948	0.5556	0.1319	0.1299	0.1319	0.0697	0.0606	0.0934	0.1286	
9331	0.0513	0.0386	0.0384	0.1735	0.1481	0.1584	0.4348	0.0839	0.1587	0.0839	0.0443	0.0475	0.0250	0.0424	
9332	0.1775	0.1401	0.0583	0.3394	0.3933	0.3788	0.8000	0.3692	0.1299	0.3692	0.6098	0.2727	0.4042	0.2864	
9333	0.0633	0.0560	0.0291	0.2715	0.2809	0.3030	0.5000	0.1846	0.1299	0.1846	0.0000	0.0000	0.0860	0.0762	
9334	0.0959	0.0801	0.0833	0.1357	0.1685	0.1515	0.5000	0.0923	0.1299	0.0923	0.4878	0.5455	0.1032	0.1828	
9335	0.0552	0.0500	0.0463	0.1527	0.1685	0.1705	0.5556	0.1154	0.1299	0.1154	0.1829	0.1818	0.0344	0.0542	
9336	0.0742	0.0641	0.0333	0.2715	0.2107	0.3030	0.5625	0.2077	0.1299	0.2077	0.0610	0.0341	0.0989	0.0876	
9337	0.0416	0.0400	0.0624	0.0905	0.1124	0.1010	0.5000	0.0615	0.1299	0.0615	0.1626	0.2727	0.0344	0.0914	
9338	0.0742	0.0320	0.0190	0.4751	0.1966	0.2652	0.5714	0.1846	0.2597	0.1846	0.0000	0.0000	0.0172	0.0174	
9339	0.0742	0.0534	0.0740	0.1222	0.1498	0.1136	0.4444	0.0615	0.1558	0.0615	0.0407	0.0606	0.0459	0.1083	
9340	0.1720	0.1361	0.0566	0.3394	0.3933	0.3788	0.4000	0.1846	0.1299	0.1846	0.3659	0.1636	0.0860	0.0609	
