essId	gErrCnt	gErrTypes	sErrCnt	sErrTypes	gErrSpanSum	avgGErrSpan	gErrDen
10400	.0	.0	.06	.061	.0	.0	.0
10401	.0	.0	.045	.061	.0	.0	.0
10402	.0	.0	.0	.0	.0	.0	.0
10403	.0	.0	.03	.041	.0	.0	.0
10404	.008	.054	.06	.061	.032	.393	.001
10405	.016	.054	.0	.0	.013	.079	.02
10406	.0	.0	.015	.02	.0	.0	.0
10407	.039	.217	.06	.061	.035	.086	.016
10408	.0	.0	.0	.0	.0	.0	.0
10409	.016	.054	.076	.02	.006	.039	.004
10410	.0	.0	.06	.061	.0	.0	.0
10411	.0	.0	.106	.082	.0	.0	.0
10412	.008	.054	.06	.061	.054	.668	.003
10413	.0	.0	.0	.0	.0	.0	.0
10414	.0	.0	.0	.0	.0	.0	.0
10415	.008	.054	.03	.041	.006	.079	.02
10416	.103	.272	.166	.082	.054	.051	.023
10417	.0	.0	.0	.0	.0	.0	.0
10418	.016	.109	.091	.122	.045	.275	.005
10420	.0	.0	.0	.0	.0	.0	.0
10421	.0	.0	.045	.061	.0	.0	.0
10422	.008	.054	.045	.061	.038	.471	.002
10423	.016	.109	.06	.061	.006	.039	.013
10424	.0	.0	.091	.041	.0	.0	.0
10425	.016	.054	.015	.02	.006	.039	.007
10426	.0	.0	.045	.061	.0	.0	.0
10427	.079	.272	.076	.102	.048	.059	.033
10428	.047	.217	.121	.102	.025	.052	.017
10429	.016	.054	.091	.061	.006	.039	.003
10430	.032	.109	.121	.143	.013	.039	.02
10431	.0	.0	.045	.061	.0	.0	.0
10432	.0	.0	.06	.061	.0	.0	.0
10433	.0	.0	.0	.0	.0	.0	.0
10434	.024	.109	.045	.041	.01	.039	.006
10435	.0	.0	.03	.041	.0	.0	.0
10436	.008	.054	.0	.0	.013	.157	.002
10437	.0	.0	.0	.0	.0	.0	.0
10438	.016	.109	.06	.082	.022	.137	.02
10439	.008	.054	.03	.041	.016	.196	.01
10440	.0	.0	.045	.041	.0	.0	.0
10441	.008	.054	.015	.02	.006	.079	.005
10442	.0	.0	.03	.041	.0	.0	.0
10443	.024	.109	.0	.0	.01	.039	.029
10444	.0	.0	.03	.02	.0	.0	.0
10445	.0	.0	.06	.082	.0	.0	.0
10446	.032	.109	.076	.02	.029	.088	.013
10447	.016	.109	.121	.102	.048	.295	.005
10448	.008	.054	.0	.0	.006	.079	.01
10449	.032	.109	.03	.02	.013	.039	.013
10450	.008	.054	.136	.102	.006	.079	.007
10451	.0	.0	.076	.02	.0	.0	.0
10452	.0	.0	.076	.02	.0	.0	.0
10453	.008	.054	.06	.041	.01	.118	.003
10454	.0	.0	.0	.0	.0	.0	.0
10455	.0	.0	.06	.041	.0	.0	.0
10456	.055	.163	.076	.061	.022	.039	.023
10457	.008	.054	.0	.0	.016	.196	.01
10458	.0	.0	.045	.061	.0	.0	.0
10459	.0	.0	.015	.02	.0	.0	.0
10460	.0	.0	.0	.0	.0	.0	.0
10461	.0	.0	.045	.041	.0	.0	.0
10462	.402	.217	.0	.0	.353	.085	.334
10463	.0	.0	.0	.0	.0	.0	.0
10464	.008	.054	.015	.02	.032	.393	.007
10465	.055	.163	.076	.082	.029	.05	.015
10466	.016	.054	.045	.041	.006	.039	.004
10467	.0	.0	.076	.041	.0	.0	.0
10468	.0	.0	.045	.041	.0	.0	.0
10469	.0	.0	.015	.02	.0	.0	.0
10470	.008	.054	.03	.041	.038	.471	.007
10471	.008	.054	.045	.041	.006	.079	.004
10472	.0	.0	.03	.02	.0	.0	.0
10473	.032	.109	.045	.041	.013	.039	.016
10474	.008	.054	.045	.041	.019	.236	.003
10475	.024	.163	.076	.02	.048	.196	.007
10476	.008	.054	.045	.061	.016	.196	.003
10477	.024	.109	.045	.041	.025	.105	.007
10478	.032	.109	.0	.0	.041	.128	.039
10479	.039	.217	.151	.143	.038	.094	.011
10480	.0	.0	.015	.02	.0	.0	.0
10481	.0	.0	.0	.0	.0	.0	.0
10482	.008	.054	.0	.0	.032	.393	.02
10483	.0	.0	.045	.02	.0	.0	.0
10484	.016	.109	.076	.041	.022	.137	.007
10485	.024	.109	.03	.041	.025	.105	.015
10486	.008	.054	.015	.02	.006	.079	.02
10487	.0	.0	.03	.02	.0	.0	.0
10488	.0	.0	.015	.02	.0	.0	.0
10489	.0	.0	.015	.02	.0	.0	.0
10490	.0	.0	.0	.0	.0	.0	.0
10491	.0	.0	.03	.041	.0	.0	.0
10492	.0	.0	.106	.143	.0	.0	.0
10493	.0	.0	.03	.02	.0	.0	.0
10494	.0	.0	.0	.0	.0	.0	.0
10495	.0	.0	.0	.0	.0	.0	.0
10496	.0	.0	.0	.0	.0	.0	.0
10497	.079	.054	.151	.102	.083	.102	.015
10498	.008	.054	.03	.02	.01	.118	.005
10499	.024	.163	.0	.0	.06	.249	.02
10500	.0	.0	.0	.0	.0	.0	.0
10501	.032	.109	.06	.082	.013	.039	.026
10502	.0	.0	.03	.041	.0	.0	.0
10503	.008	.054	.03	.041	.016	.196	.007
10504	.0	.0	.06	.061	.0	.0	.0
10505	.0	.0	.045	.061	.0	.0	.0
10506	.016	.109	.015	.02	.016	.098	.013
10507	.0	.0	.06	.02	.0	.0	.0
10508	.024	.109	.03	.02	.025	.105	.005
10509	.0	.0	.03	.041	.0	.0	.0
10510	.032	.217	.091	.102	.045	.137	.01
10511	.0	.0	.045	.02	.0	.0	.0
10512	.0	.0	.015	.02	.0	.0	.0
10513	.0	.0	.045	.02	.0	.0	.0
10514	.016	.054	.0	.0	.013	.079	.013
10515	.055	.217	.076	.061	.022	.039	.034
10517	.0	.0	.106	.061	.0	.0	.0
10518	.024	.109	.151	.082	.01	.039	.007
10519	.039	.109	.076	.061	.019	.047	.014
10520	.0	.0	.136	.163	.0	.0	.0
10521	.008	.054	.06	.061	.051	.628	.005
10522	.008	.054	.045	.041	.003	.039	.002
10523	.008	.054	.03	.041	.006	.079	.007
10524	.016	.054	.03	.041	.006	.039	.01
10525	.016	.109	.091	.082	.032	.196	.01
10526	.008	.054	.045	.041	.013	.157	.007
10527	.0	.0	.0	.0	.0	.0	.0
10528	.0	.0	.06	.061	.0	.0	.0
10529	.008	.054	.015	.02	.006	.079	.005
10530	.0	.0	.015	.02	.0	.0	.0
10531	.008	.054	.015	.02	.006	.079	.007
10532	.0	.0	.121	.082	.0	.0	.0
10533	.0	.0	.03	.041	.0	.0	.0
10534	.008	.054	.06	.041	.025	.314	.005
10535	.0	.0	.0	.0	.0	.0	.0
10536	.032	.163	.106	.041	.022	.069	.011
10537	.0	.0	.0	.0	.0	.0	.0
10538	.0	.0	.015	.02	.0	.0	.0
10539	.0	.0	.045	.061	.0	.0	.0
10540	.024	.109	.045	.061	.01	.039	.012
10541	.0	.0	.03	.041	.0	.0	.0
10542	.008	.054	.045	.041	.003	.039	.005
10543	.032	.109	.03	.041	.095	.295	.02
10544	.0	.0	.015	.02	.0	.0	.0
10545	.016	.109	.121	.082	.025	.157	.006
10546	.0	.0	.06	.061	.0	.0	.0
10547	.055	.163	.091	.122	.022	.039	.023
10548	.0	.0	.06	.061	.0	.0	.0
10549	.008	.054	.03	.041	.01	.118	.007
10550	.039	.163	.0	.0	.057	.141	.098
10551	.0	.0	.03	.041	.0	.0	.0
10552	.0	.0	.0	.0	.0	.0	.0
10553	.0	.0	.06	.041	.0	.0	.0
10554	.008	.054	.091	.082	.01	.118	.003
10555	.008	.054	.06	.02	.01	.118	.004
10556	.016	.054	.06	.061	.006	.039	.006
10557	.0	.0	.03	.041	.0	.0	.0
10558	.016	.109	.06	.041	.019	.118	.004
10559	.039	.272	.045	.041	.159	.393	.012
10560	.008	.054	.015	.02	.032	.393	.007
10561	.016	.109	.0	.0	.035	.216	.039
10562	.0	.0	.015	.02	.0	.0	.0
10563	.0	.0	.015	.02	.0	.0	.0
10564	.024	.109	.091	.061	.019	.079	.005
10565	.0	.0	.0	.0	.0	.0	.0
10566	.0	.0	.03	.041	.0	.0	.0
10567	.024	.109	.0	.0	.013	.052	.02
10568	.047	.272	.045	.061	.038	.079	.024
10569	.0	.0	.015	.02	.0	.0	.0
10570	.0	.0	.106	.02	.0	.0	.0
10571	.016	.109	.076	.061	.022	.137	.007
10572	.008	.054	.045	.02	.006	.079	.005
10573	.0	.0	.045	.061	.0	.0	.0
10574	.0	.0	.015	.02	.0	.0	.0
10575	.016	.054	.151	.143	.013	.079	.01
10576	.0	.0	.015	.02	.0	.0	.0
10577	.024	.163	.045	.061	.048	.196	.029
10578	.016	.054	.106	.122	.006	.039	.008
10579	.0	.0	.03	.041	.0	.0	.0
10580	.063	.217	.121	.041	.032	.049	.016
10581	.024	.163	.0	.0	.067	.275	.012
10582	.024	.109	.015	.02	.022	.092	.029
10584	.008	.054	.015	.02	.01	.118	.005
10585	.008	.054	.015	.02	.006	.079	.01
10586	.016	.054	.045	.041	.025	.157	.008
10587	.0	.0	.0	.0	.0	.0	.0
10588	.039	.217	.076	.061	.032	.079	.02
10589	.039	.272	.045	.061	.099	.243	.009
10590	.0	.0	.045	.041	.0	.0	.0
10591	.008	.054	.06	.061	.013	.157	.003
10592	.0	.0	.196	.02	.0	.0	.0
10593	.0	.0	.0	.0	.0	.0	.0
10594	.032	.163	.03	.041	.022	.069	.02
10595	.0	.0	.076	.02	.0	.0	.0
10596	.016	.109	.06	.041	.025	.157	.008
10597	.0	.0	.015	.02	.0	.0	.0
10598	.0	.0	.045	.02	.0	.0	.0
10599	.047	.272	.106	.082	.038	.079	.024
10600	.024	.109	.0	.0	.029	.118	.015
10601	.0	.0	.0	.0	.0	.0	.0
10602	.024	.109	.091	.061	.019	.079	.01
10603	.008	.054	.03	.02	.003	.039	.005
10604	.0	.0	.121	.02	.0	.0	.0
10605	.008	.054	.03	.041	.013	.157	.02
10606	.0	.0	.015	.02	.0	.0	.0
10607	.008	.054	.015	.02	.013	.157	.003
10608	.0	.0	.0	.0	.0	.0	.0
10609	.016	.054	.136	.102	.006	.039	.004
10610	.079	.272	.045	.041	.051	.063	.039
10611	.016	.109	.015	.02	.029	.177	.01
10612	.126	.272	.076	.082	.108	.083	.063
10613	.024	.163	.106	.02	.013	.052	.01
10614	.016	.109	.121	.102	.038	.236	.006
10615	.0	.0	.06	.041	.0	.0	.0
10616	.0	.0	.03	.041	.0	.0	.0
10617	.0	.0	.03	.041	.0	.0	.0
10618	.008	.054	.091	.122	.006	.079	.01
10619	.008	.054	.045	.041	.025	.314	.004
10620	.0	.0	.015	.02	.0	.0	.0
10621	.008	.054	.015	.02	.003	.039	.02
10622	.0	.0	.03	.041	.0	.0	.0
10623	.0	.0	.076	.041	.0	.0	.0
10624	.0	.0	.015	.02	.0	.0	.0
10625	.0	.0	.015	.02	.0	.0	.0
10626	.008	.054	.045	.02	.006	.079	.004
10627	.008	.054	.03	.041	.022	.275	.005
10628	.0	.0	.0	.0	.0	.0	.0
10629	.008	.054	.0	.0	.032	.393	.01
10630	.024	.109	.03	.041	.013	.052	.008
10631	.0	.0	.0	.0	.0	.0	.0
10632	.008	.054	.015	.02	.029	.353	.01
10633	.0	.0	.0	.0	.0	.0	.0
10634	.008	.054	.0	.0	.006	.079	.007
10635	.008	.054	.06	.082	.01	.118	.002
10636	.0	.0	.0	.0	.0	.0	.0
10637	.0	.0	.03	.041	.0	.0	.0
10638	.047	.217	.0	.0	.038	.079	.059
10639	.0	.0	.03	.041	.0	.0	.0
10640	.016	.054	.03	.041	.006	.039	.013
10641	.0	.0	.03	.041	.0	.0	.0
10642	.0	.0	.03	.02	.0	.0	.0
11827	.008	.054	.076	.082	.01	.118	.002
11828	.016	.054	.045	.041	.006	.039	.006
11829	.079	.217	.06	.082	.038	.047	.033
11830	.024	.109	.136	.082	.035	.144	.02
11831	.016	.109	.076	.061	.006	.039	.005
11832	.047	.109	.015	.02	.019	.039	.02
11833	.103	.217	.106	.02	.06	.057	.028
11834	.118	.217	.076	.102	.073	.06	.029
11835	.063	.109	.045	.041	.025	.039	.017
11836	.032	.109	.06	.061	.013	.039	.011
11837	.008	.054	.0	.0	.029	.353	.02
11838	.0	.0	.076	.061	.0	.0	.0
11839	.0	.0	.03	.02	.0	.0	.0
11840	.024	.109	.091	.122	.032	.131	.01
11841	.008	.054	.0	.0	.025	.314	.003
11842	.0	.0	.076	.082	.0	.0	.0
11843	.047	.163	.015	.02	.019	.039	.012
11844	.063	.109	.015	.02	.025	.039	.026
11845	.032	.217	.181	.122	.054	.167	.01
11846	.008	.054	.03	.041	.006	.079	.004
11847	.095	.163	.0	.0	.038	.039	.026
11848	.0	.0	.045	.041	.0	.0	.0
11849	.039	.163	.03	.02	.019	.047	.014
11850	.11	.109	.076	.061	.045	.039	.021
11851	.032	.054	.0	.0	.054	.167	.013
11852	.063	.109	.076	.041	.025	.039	.02
11853	.008	.054	.06	.082	.003	.039	.004
11854	.0	.0	.03	.041	.0	.0	.0
11855	.024	.109	.136	.102	.089	.366	.008
11856	.095	.163	.03	.041	.038	.039	.039
11857	.071	.163	.045	.061	.035	.048	.015
11858	.055	.163	.03	.041	.022	.039	.015
11859	.008	.054	.076	.102	.006	.079	.003
11860	.079	.217	.076	.082	.076	.094	.025
11861	.039	.163	.076	.082	.022	.055	.008
11862	.016	.109	.076	.082	.006	.039	.007
11863	.032	.109	.03	.041	.013	.039	.01
11864	.0	.0	.015	.02	.0	.0	.0
11865	.11	.217	.06	.082	.057	.05	.025
11866	.103	.326	.121	.102	.064	.06	.013
11867	.016	.109	.045	.061	.057	.353	.01
11868	.008	.054	.0	.0	.045	.55	.003
11869	.016	.054	.015	.02	.013	.079	.006
11870	.055	.272	.076	.102	.057	.101	.028
11871	.0	.0	.03	.041	.0	.0	.0
11872	.095	.217	.136	.163	.038	.039	.059
11873	.0	.0	.106	.122	.0	.0	.0
11874	.142	.163	.045	.02	.057	.039	.039
11875	.039	.217	.045	.061	.025	.063	.012
11876	.016	.109	.03	.041	.006	.039	.008
11877	.0	.0	.076	.041	.0	.0	.0
11878	.047	.109	.091	.102	.019	.039	.012
11879	.016	.109	.03	.041	.041	.255	.01
11880	.0	.0	.0	.0	.0	.0	.0
11881	.016	.109	.076	.082	.006	.039	.006
11882	.071	.163	.045	.061	.054	.074	.02
11883	.103	.163	.06	.082	.06	.057	.023
11884	.11	.217	.257	.204	.07	.062	.017
11885	.039	.163	.076	.102	.102	.251	.025
11886	.0	.0	.106	.082	.0	.0	.0
11887	.0	.0	.03	.041	.0	.0	.0
11888	.0	.0	.0	.0	.0	.0	.0
11889	.047	.217	.06	.041	.048	.098	.02
11890	.016	.109	.091	.102	.006	.039	.01
11891	.087	.217	.106	.041	.076	.086	.027
11892	.0	.0	.015	.02	.0	.0	.0
11893	.032	.163	.015	.02	.013	.039	.011
11894	.055	.217	.045	.041	.032	.056	.02
11895	.032	.109	.0	.0	.013	.039	.011
11896	.11	.217	.106	.082	.067	.059	.039
11897	.126	.217	.045	.061	.099	.076	.052
11898	.103	.326	.091	.122	.108	.103	.021
11899	.0	.0	.03	.041	.0	.0	.0
11900	.047	.163	.181	.061	.019	.039	.011
11901	.103	.217	.106	.102	.095	.091	.032
11902	.008	.054	.0	.0	.013	.157	.005
11903	.016	.109	.03	.041	.048	.295	.02
11904	.008	.054	.0	.0	.032	.393	.003
11905	.079	.163	.03	.041	.032	.039	.049
11906	.103	.326	.045	.061	.111	.106	.036
11907	.016	.109	.015	.02	.016	.098	.01
11908	.0	.0	.03	.041	.0	.0	.0
11909	.0	.0	.0	.0	.0	.0	.0
11910	.0	.0	.045	.061	.0	.0	.0
11911	.087	.163	.045	.061	.048	.054	.027
11912	.071	.163	.0	.0	.029	.039	.044
11913	.016	.109	.03	.041	.006	.039	.007
11914	.0	.0	.045	.041	.0	.0	.0
11915	.032	.109	.045	.02	.013	.039	.016
11916	.103	.326	.106	.102	.089	.085	.043
11917	.095	.435	.015	.02	.149	.154	.047
11918	.039	.163	.015	.02	.045	.11	.025
11919	.0	.0	.015	.02	.0	.0	.0
11920	.0	.0	.106	.102	.0	.0	.0
11921	.047	.217	.091	.061	.07	.144	.02
11922	.008	.054	.03	.041	.013	.157	.003
11923	.071	.217	.121	.082	.038	.052	.029
11924	.032	.109	.045	.061	.013	.039	.016
11925	.0	.0	.03	.041	.0	.0	.0
11926	.032	.163	.166	.122	.064	.196	.011
11927	.0	.0	.091	.102	.0	.0	.0
11928	.0	.0	.06	.02	.0	.0	.0
11929	.095	.163	.121	.163	.038	.039	.039
11930	.039	.163	.045	.041	.048	.118	.02
11931	.063	.109	.03	.041	.025	.039	.026
11932	.134	.163	.0	.0	.086	.062	.026
11933	.016	.054	.166	.163	.057	.353	.004
11934	.008	.054	.166	.102	.01	.118	.002
11935	.0	.0	.015	.02	.0	.0	.0
11936	.118	.272	.181	.184	.143	.118	.042
11937	.134	.217	.121	.082	.073	.053	.037
11938	.11	.163	.06	.061	.045	.039	.046
11939	.095	.272	.045	.061	.057	.059	.024
11940	.039	.217	.03	.041	.045	.11	.02
11941	.039	.163	.015	.02	.025	.063	.014
11942	.079	.163	.06	.061	.032	.039	.016
11943	.047	.217	.181	.122	.054	.111	.012
11944	.0	.0	.015	.02	.0	.0	.0
11945	.087	.217	.091	.122	.045	.05	.024
11946	.0	.0	.03	.041	.0	.0	.0
11947	.0	.0	.091	.102	.0	.0	.0
11948	.032	.109	.045	.061	.013	.039	.02
11949	.008	.054	.045	.061	.013	.157	.003
11950	.016	.054	.03	.02	.057	.353	.02
11951	.047	.272	.091	.102	.079	.164	.017
11952	.0	.0	.045	.061	.0	.0	.0
11953	.024	.109	.106	.143	.035	.144	.02
11954	.087	.217	.211	.286	.054	.061	.017
11955	.0	.0	.076	.102	.0	.0	.0
11956	.008	.054	.06	.082	.045	.55	.002
11957	.095	.163	.015	.02	.038	.039	.029
11958	.0	.0	.015	.02	.0	.0	.0
11959	.079	.109	.015	.02	.032	.039	.022
11960	.15	.217	.106	.061	.073	.048	.041
11961	.0	.0	.03	.02	.0	.0	.0
11962	.063	.163	.091	.082	.025	.039	.026
11963	.126	.326	.106	.102	.137	.106	.024
11964	.095	.163	.091	.041	.038	.039	.024
11965	.079	.217	.045	.02	.032	.039	.028
11966	.0	.0	.015	.02	.0	.0	.0
11967	.024	.054	.045	.061	.025	.105	.015
11968	.0	.0	.076	.061	.0	.0	.0
11969	.016	.109	.045	.061	.006	.039	.02
11970	.095	.163	.06	.082	.038	.039	.026
11971	.0	.0	.015	.02	.0	.0	.0
11972	.016	.109	.045	.061	.006	.039	.004
11973	.158	.272	.045	.061	.13	.08	.028
11974	.0	.0	.0	.0	.0	.0	.0
11975	.0	.0	.091	.041	.0	.0	.0
11976	.0	.0	.0	.0	.0	.0	.0
11977	.0	.0	.015	.02	.0	.0	.0
11978	.0	.0	.015	.02	.0	.0	.0
11979	.118	.217	.091	.122	.095	.079	.029
11980	.079	.217	.423	.531	.054	.067	.014
11981	.0	.0	.076	.082	.0	.0	.0
11982	.032	.109	.091	.102	.013	.039	.013
11983	.0	.0	.0	.0	.0	.0	.0
11984	.0	.0	.091	.082	.0	.0	.0
11985	.118	.217	.03	.02	.057	.047	.033
11986	.0	.0	.091	.102	.0	.0	.0
11987	.039	.217	.06	.082	.086	.212	.012
11988	.095	.109	.045	.061	.038	.039	.029
11989	.095	.109	.076	.041	.038	.039	.021
11990	.087	.217	.091	.102	.045	.05	.022
11991	.055	.272	.076	.061	.111	.196	.014
11992	.008	.054	.0	.0	.013	.157	.005
11993	.0	.0	.0	.0	.0	.0	.0
11994	.047	.109	.076	.082	.019	.039	.015
11995	.008	.054	.06	.061	.006	.079	.01
11996	.055	.163	.03	.041	.022	.039	.028
11997	.087	.217	.121	.102	.045	.05	.036
11998	.008	.054	.0	.0	.029	.353	.01
11999	.016	.109	.045	.061	.006	.039	.013
12000	.087	.217	.106	.102	.038	.043	.02
12001	.024	.163	.076	.082	.083	.34	.015
12002	.016	.109	.0	.0	.029	.177	.013
12003	.032	.217	.106	.122	.022	.069	.009
12004	.0	.0	.03	.041	.0	.0	.0
12005	.016	.109	.091	.122	.054	.334	.004
12006	.0	.0	.015	.02	.0	.0	.0
12007	.0	.0	.015	.02	.0	.0	.0
12008	.063	.109	.0	.0	.025	.039	.022
12009	.047	.217	.03	.041	.051	.105	.029
12010	.103	.217	.106	.143	.048	.045	.043
12011	.118	.435	.015	.02	.083	.068	.033
12012	.032	.109	.045	.041	.013	.039	.007
12013	.032	.217	.03	.041	.048	.147	.039
12014	.047	.109	.06	.041	.019	.039	.017
12015	.024	.163	.045	.061	.019	.079	.01
12016	.095	.109	.121	.122	.038	.039	.029
12017	.0	.0	.0	.0	.0	.0	.0
12018	.166	.435	.106	.143	.149	.088	.028
12019	.008	.054	.076	.082	.01	.118	.003
12020	.063	.109	.0	.0	.025	.039	.016
12021	.071	.217	.091	.122	.054	.074	.044
12022	.071	.217	.03	.02	.092	.127	.029
12023	.0	.0	.0	.0	.0	.0	.0
12024	.071	.163	.03	.02	.06	.083	.022
12025	.039	.163	.015	.02	.06	.149	.02
12026	.103	.272	.151	.041	.083	.079	.036
12027	.0	.0	.076	.082	.0	.0	.0
12028	.079	.217	.121	.102	.067	.082	.022
12029	.0	.0	.015	.02	.0	.0	.0
12030	.047	.109	.076	.102	.019	.039	.012
12031	.079	.217	.121	.163	.076	.094	.022
12032	.016	.054	.03	.041	.025	.157	.007
12033	.039	.163	.03	.041	.029	.071	.009
12034	.047	.163	.091	.122	.019	.039	.02
12035	.039	.163	.03	.041	.054	.134	.02
12036	.071	.272	.121	.143	.146	.201	.035
12037	.047	.217	.03	.041	.073	.151	.017
12038	.047	.272	.106	.082	.041	.085	.039
12039	.079	.217	.091	.122	.045	.055	.039
12040	.008	.054	.0	.0	.003	.039	.005
12041	.016	.109	.06	.082	.006	.039	.039
12042	.047	.217	.03	.041	.038	.079	.029
12043	.032	.109	.03	.02	.013	.039	.013
12044	.079	.217	.06	.061	.073	.09	.028
12045	.032	.109	.03	.041	.013	.039	.016
12046	.0	.0	.045	.041	.0	.0	.0
12047	.174	.163	.045	.061	.07	.039	.036
12048	.0	.0	.06	.061	.0	.0	.0
12049	.039	.163	.06	.082	.041	.102	.011
12050	.0	.0	.0	.0	.0	.0	.0
12051	.071	.217	.091	.082	.032	.044	.029
12052	.095	.163	.03	.041	.038	.039	.029
12053	.0	.0	.03	.041	.0	.0	.0
12054	.103	.217	.106	.102	.105	.1	.036
12055	.071	.217	.06	.082	.041	.057	.035
12056	.039	.163	.03	.041	.045	.11	.014
12057	.032	.163	.015	.02	.013	.039	.026
12058	.063	.217	.015	.02	.038	.059	.02
12059	.032	.109	.015	.02	.013	.039	.013
12060	.071	.163	.015	.02	.035	.048	.022
12061	.103	.217	.06	.082	.048	.045	.036
12062	.016	.109	.03	.02	.006	.039	.007
12063	.103	.163	.03	.02	.067	.063	.032
12064	.063	.163	.06	.082	.025	.039	.039
12065	.032	.217	.076	.041	.127	.393	.01
12066	.0	.0	.0	.0	.0	.0	.0
12067	.0	.0	.076	.102	.0	.0	.0
12068	.055	.163	.211	.102	.032	.056	.015
12069	.134	.163	.136	.184	.079	.058	.033
12070	.071	.163	.091	.082	.057	.079	.035
12071	.063	.163	.03	.041	.025	.039	.016
12072	.126	.272	.136	.102	.118	.091	.026
12073	.0	.0	.03	.041	.0	.0	.0
12074	.0	.0	.015	.02	.0	.0	.0
12075	.0	.0	.0	.0	.0	.0	.0
12076	.008	.054	.015	.02	.016	.196	.003
12077	.063	.109	.015	.02	.025	.039	.013
12078	.016	.109	.03	.02	.006	.039	.02
12079	.063	.109	.106	.061	.025	.039	.02
12080	.095	.109	.03	.041	.038	.039	.029
12081	.166	.217	.136	.184	.07	.041	.038
12082	.055	.163	.136	.163	.048	.084	.008
12083	.0	.0	.03	.041	.0	.0	.0
12084	.079	.109	.045	.02	.032	.039	.039
12085	.024	.163	.03	.041	.01	.039	.01
12086	.087	.217	.106	.122	.038	.043	.027
12087	.0	.0	.015	.02	.0	.0	.0
12088	.0	.0	.03	.02	.0	.0	.0
12089	.032	.217	.106	.122	.067	.206	.039
12090	.087	.163	.091	.061	.041	.046	.02
12091	.095	.163	.151	.184	.038	.039	.029
12092	.032	.217	.106	.143	.083	.255	.005
12093	.032	.109	.0	.0	.013	.039	.016
12094	.008	.054	.151	.163	.013	.157	.005
12095	.0	.0	.015	.02	.0	.0	.0
12096	.024	.109	.045	.061	.067	.275	.02
12097	.024	.163	.091	.122	.029	.118	.012
12098	.032	.109	.015	.02	.013	.039	.013
12099	.024	.163	.076	.082	.016	.065	.008
12100	.047	.217	.151	.061	.051	.105	.01
12101	.079	.272	.091	.082	.041	.051	.028
12102	.087	.217	.045	.061	.038	.043	.031
12103	.071	.217	.106	.143	.048	.065	.022
12104	.016	.109	.076	.102	.006	.039	.005
12105	.079	.217	.03	.041	.051	.063	.028
12106	.063	.109	.06	.082	.025	.039	.026
12107	.016	.109	.076	.082	.006	.039	.007
12108	.095	.326	.06	.082	.114	.118	.021
12109	.095	.163	.151	.102	.038	.039	.024
12110	.087	.217	.076	.082	.06	.068	.022
12111	.008	.054	.03	.041	.029	.353	.004
12112	.095	.272	.015	.02	.07	.072	.034
12113	.047	.163	.045	.041	.019	.039	.059
12114	.063	.272	.045	.041	.032	.049	.02
12115	.0	.0	.015	.02	.0	.0	.0
12116	.063	.163	.091	.041	.025	.039	.016
12117	.071	.163	.076	.061	.038	.052	.035
12118	.016	.109	.0	.0	.006	.039	.01
12119	.079	.272	.076	.061	.067	.082	.028
12120	.071	.217	.076	.061	.045	.061	.02
12121	.0	.0	.0	.0	.0	.0	.0
12122	.063	.109	.091	.061	.025	.039	.052
12123	.016	.109	.196	.224	.025	.157	.008
12124	.008	.054	.03	.041	.022	.275	.002
12125	.071	.217	.106	.122	.045	.061	.025
12126	.087	.217	.076	.082	.102	.114	.015
12127	.118	.326	.091	.122	.076	.063	.049
12128	.039	.163	.091	.102	.121	.298	.008
12129	.008	.054	.0	.0	.029	.353	.005
12130	.039	.163	.015	.02	.022	.055	.033
12131	.063	.272	.0	.0	.038	.059	.026
12132	.063	.109	.076	.02	.025	.039	.031
12133	.079	.163	.151	.143	.032	.039	.025
12134	.095	.163	.045	.041	.038	.039	.059
12135	.016	.109	.0	.0	.006	.039	.01
12136	.016	.109	.076	.102	.006	.039	.039
12137	.008	.054	.015	.02	.013	.157	.005
12138	.024	.163	.0	.0	.022	.092	.029
12139	.079	.272	.015	.02	.051	.063	.028
12140	.047	.163	.091	.061	.019	.039	.015
12141	.016	.109	.03	.02	.006	.039	.007
12142	.095	.109	.045	.061	.038	.039	.024
12143	.0	.0	.015	.02	.0	.0	.0
12144	.126	.109	.03	.02	.051	.039	.029
12145	.0	.0	.015	.02	.0	.0	.0
12146	.0	.0	.045	.061	.0	.0	.0
12147	.024	.109	.06	.061	.067	.275	.029
12148	.016	.109	.076	.041	.006	.039	.004
12149	.008	.054	.015	.02	.006	.079	.01
12150	.0	.0	.151	.163	.0	.0	.0
12151	.016	.109	.091	.102	.041	.255	.004
12152	.016	.109	.06	.082	.006	.039	.004
12153	.0	.0	.045	.041	.0	.0	.0
12154	.008	.054	.091	.041	.029	.353	.003
12155	.071	.217	.0	.0	.057	.079	.029
12156	.087	.217	.045	.041	.045	.05	.017
12157	.0	.0	.045	.061	.0	.0	.0
12158	.079	.109	.211	.184	.032	.039	.025
12159	.008	.054	.076	.102	.045	.55	.002
12160	.032	.109	.076	.082	.013	.039	.013
12161	.039	.163	.06	.041	.029	.071	.02
12162	.095	.272	.015	.02	.079	.082	.017
12163	.0	.0	.03	.041	.0	.0	.0
12164	.008	.054	.06	.082	.01	.118	.002
12165	.0	.0	.091	.122	.0	.0	.0
12166	.095	.109	.03	.041	.038	.039	.034
12167	.079	.272	.03	.02	.057	.071	.049
