essId	avgDpt	dptSD	nbDptD	nbDptSD
12132	.398	.305	.171	.247
12133	.268	.366	.161	.285
12134	.288	.239	.118	.216
12135	.21	.106	.044	.104
12136	.442	.0	.442	.0
12137	.21	.184	.096	.06
12138	.221	.0	.0	.0
12139	.243	.227	.14	.206
12140	.18	.144	.073	.13
12141	.205	.152	.077	.08
12142	.179	.15	.064	.142
12143	.265	.0	.265	.0
12144	.205	.187	.088	.179
12145	.243	.0	.243	.0
12146	.343	.558	.31	.424
12147	.122	.224	.155	.0
12148	.237	.329	.111	.249
12149	.144	.16	.111	.0
12150	.23	.178	.079	.082
12151	.179	.103	.044	.076
12152	.205	.134	.06	.13
12153	.214	.159	.111	.063
12154	.303	.307	.118	.225
12155	.273	.402	.155	.417
12156	.192	.14	.066	.142
12157	.259	.223	.114	.181
12158	.224	.208	.095	.191
12159	.207	.224	.088	.183
12160	.305	.26	.138	.212
12161	.217	.094	.061	.027
12162	.22	.266	.092	.224
12163	.226	.204	.105	.158
12164	.175	.143	.039	.099
12165	.885	.0	.885	.0
12166	.224	.195	.092	.153
12167	.21	.166	.074	.158
12168	.31	.382	.118	.343
12169	.236	.168	.077	.159
12170	.25	.257	.106	.191
12171	.212	.165	.072	.094
12172	.155	.186	.111	.179
12173	.254	.423	.199	.365
12174	.234	.281	.144	.21
12175	.227	.223	.101	.2
12176	.148	.08	.033	.032
12177	.232	.288	.155	.104
12178	.343	.508	.273	.519
12179	.231	.229	.103	.189
12180	.27	.223	.133	.119
12181	.174	.144	.073	.134
12182	.299	.224	.155	.0
12183	.177	.143	.044	.0
12184	.24	.287	.14	.231
12185	.224	.176	.07	.106
12186	.248	.178	.05	.122
12187	.339	.419	.177	.063
12188	.205	.122	.06	.136
12189	.236	.211	.077	.222
12190	.321	.318	.162	.06
12191	.253	.269	.111	.259
12192	.251	.258	.1	.222
12193	.205	.159	.07	.129
12194	.265	.264	.088	.274
12195	.177	.212	.148	.12
12196	.184	.191	.08	.179
12197	.257	.231	.116	.207
12198	.199	.193	.07	.188
12199	.181	.145	.075	.131
12200	.234	.196	.088	.124
12201	.162	.195	.086	.181
12202	.243	.104	.066	.063
12203	.185	.106	.063	.063
12204	.182	.196	.096	.182
12205	.259	.231	.07	.124
12206	.288	.35	.212	.214
12207	.211	.157	.069	.1
12208	.221	.157	.088	.104
12209	.243	.128	.088	.0
12210	.229	.228	.083	.221
12211	.177	.221	.084	.23
12212	.204	.319	.128	.329
12213	.227	.119	.06	.088
12214	.119	.179	.066	.174
12215	.206	.187	.088	.17
12216	.205	.185	.078	.099
12217	.24	.192	.088	.19
12218	.221	.209	.133	.127
12219	.302	.497	.19	.346
12220	.215	.303	.136	.289
12221	.153	.176	.086	.156
12222	.258	.315	.21	.159
12223	.224	.188	.088	.144
12224	.367	.609	.426	.181
12225	.284	.22	.085	.118
12226	.348	.177	.074	.125
12227	.288	.0	.288	.0
12228	.237	.273	.148	.245
12229	.199	.15	.041	.119
12230	.185	.239	.085	.213
12231	.265	.239	.097	.168
12232	.177	.143	.054	.112
12233	.18	.137	.054	.117
12234	.221	.231	.133	.179
12235	.291	.554	.277	.544
12236	.191	.143	.063	.086
12237	.321	.416	.288	.0
12238	.238	.165	.103	.13
12239	.25	.295	.17	.268
12240	.194	.172	.081	.152
12241	.25	.234	.113	.231
12242	.285	.24	.108	.199
12243	.226	.29	.111	.331
12244	.232	.139	.052	.141
12245	.261	.339	.199	.224
12246	.227	.296	.101	.203
12247	.232	.139	.051	.074
12248	.184	.2	.061	.142
12249	.376	.0	.376	.0
12250	.796	.0	.796	.0
12251	.328	.397	.226	.296
12252	.216	.18	.057	.172
12253	.145	.117	.072	.094
12254	.14	.102	.022	.04
12255	.262	.14	.062	.147
12256	.27	.455	.221	.388
12257	.161	.131	.059	.079
12258	.188	.224	.155	.0
12259	.161	.074	.033	.08
12260	.321	.288	.199	.0
12261	.279	.309	.144	.138
12262	.221	.185	.088	.119
12263	.197	.218	.095	.206
12264	.442	.313	.199	.19
12265	.252	.209	.066	.185
12266	.269	.314	.15	.282
12267	.239	.272	.16	.243
12268	.199	.09	.039	.053
12269	.265	.301	.128	.223
12270	.25	.225	.108	.173
12271	.251	.297	.155	.254
12272	.219	.194	.091	.162
12273	.215	.198	.091	.165
12274	.243	.121	.066	.078
12275	.258	.241	.088	.254
12276	.234	.296	.155	.256
12277	.181	.135	.066	.04
12278	.283	.33	.124	.314
12279	.324	.297	.122	.159
12280	.269	.232	.102	.182
12281	.202	.182	.075	.149
12282	.215	.248	.111	.315
12283	.18	.255	.079	.219
12284	.174	.173	.057	.176
12285	.216	.284	.096	.166
12286	.288	.0	.288	.0
12287	.25	.331	.151	.169
12288	.186	.087	.033	.095
12289	.221	.128	.088	.0
12290	.227	.245	.107	.231
12291	.189	.171	.097	.131
12292	.232	.377	.206	.216
12293	.23	.254	.095	.203
12294	.221	.231	.118	.06
12295	.235	.267	.073	.188
12296	.256	.281	.08	.149
12297	.273	.281	.069	.129
12298	.265	.365	.144	.285
12299	.196	.188	.081	.16
12300	.305	.237	.133	.1
12301	.188	.109	.04	.084
12302	.195	.179	.097	.153
12303	.231	.218	.122	.15
12304	.161	.135	.077	.08
12305	.256	.207	.077	.131
12306	.232	.224	.155	.0
12307	.189	.22	.088	.163
12308	.225	.186	.097	.153
12309	.231	.173	.086	.199
12310	.182	.168	.075	.15
12311	.354	.0	.354	.0
12312	.347	.399	.199	.338
12313	.217	.19	.082	.197
12314	.158	.154	.052	.079
12315	.175	.201	.076	.186
12316	.531	.575	.398	.0
12317	.243	.169	.088	.165
12318	.282	.232	.095	.2
12319	.317	.287	.111	.254
12320	.293	.194	.096	.108
12321	.199	.245	.088	.203
12322	.236	.268	.144	.222
12323	.185	.11	.054	.075
12324	.279	.296	.133	.301
12325	.221	.078	.022	.052
12326	.391	.425	.31	.063
12327	.162	.247	.177	.063
12328	.213	.156	.07	.137
12329	.21	.16	.093	.135
12330	.265	.21	.083	.164
12331	.173	.187	.083	.137
12332	.265	.342	.208	.268
12333	.166	.055	.029	.06
12334	.218	.185	.073	.121
12335	.21	.184	.111	.16
12336	.194	.146	.088	.137
12337	.354	.503	.232	.476
12338	.202	.285	.133	.254
12339	.226	.094	.017	.082
12340	.243	.242	.129	.179
12341	.16	.07	.032	.046
12342	.302	.331	.122	.349
12343	.245	.34	.124	.283
12344	.398	.0	.398	.0
12345	.214	.109	.055	.095
12346	.194	.183	.088	.155
12347	.235	.235	.13	.153
12348	.26	.285	.111	.214
12349	.221	.157	.084	.093
12350	.216	.159	.08	.131
12351	.265	.229	.094	.221
12352	.211	.253	.088	.243
12353	.249	.257	.126	.244
12354	.265	.326	.232	.095
12355	.241	.192	.066	.12
12356	.199	.0	.199	.0
12357	.165	.184	.064	.236
12358	.199	.078	.022	.052
12359	.211	.191	.1	.114
12360	.226	.123	.066	.105
12361	.192	.306	.128	.304
12362	.236	.03	.011	.032
12363	.214	.088	.044	.106
12364	.188	.28	.117	.287
12365	.215	.357	.197	.283
12366	.242	.185	.082	.133
12367	.252	.157	.079	.127
12368	.247	.224	.1	.168
12369	.21	.218	.097	.239
12370	.175	.129	.058	.118
12371	.247	.198	.07	.181
12372	.202	.279	.138	.232
12373	.234	.217	.095	.173
12374	.199	.193	.08	.152
12375	.251	.235	.1	.032
12376	.248	.314	.149	.278
12377	.26	.354	.199	.288
12378	.173	.186	.08	.086
12379	.235	.132	.077	.105
12380	.171	.028	.015	.03
12381	.188	.08	.035	.065
12382	.354	.703	.487	.0
12383	.232	.246	.13	.228
12384	.292	.374	.16	.113
12385	.354	.639	.442	.0
12386	.226	.13	.044	.119
12387	.322	.456	.188	.559
12388	.224	.179	.069	.24
12389	.196	.195	.088	.116
12390	.21	.227	.102	.31
12391	.265	.206	.128	.109
12392	.21	.214	.062	.074
12393	.217	.176	.091	.157
12394	.235	.149	.066	.045
12395	.28	.23	.084	.181
12396	.208	.132	.066	.119
12397	.221	.221	.061	.122
12398	.281	.301	.111	.146
12399	.288	.171	.077	.175
12400	.195	.193	.088	.106
12401	.199	.226	.111	.187
12402	.228	.249	.088	.201
12403	.25	.331	.172	.315
12404	.219	.197	.061	.196
12405	.269	.262	.135	.176
12406	.19	.214	.101	.175
12407	.186	.163	.074	.14
12408	.196	.225	.123	.131
12409	.282	.403	.28	.079
12410	.184	.109	.044	.063
12411	.257	.365	.16	.46
12412	.232	.398	.221	.274
12413	.28	.223	.066	.133
12414	.199	.0	.199	.0
12415	.241	.348	.117	.154
12416	.226	.191	.088	.179
12417	.243	.266	.115	.235
12418	.218	.249	.102	.246
12419	.236	.244	.133	.223
12420	.277	.269	.123	.166
12421	.243	.228	.088	.19
12422	.183	.205	.093	.183
12423	.258	.344	.146	.274
12424	.189	.286	.145	.193
12425	.233	.376	.137	.344
12426	.277	.16	.111	.0
12427	.202	.134	.044	.116
12428	.23	.238	.149	.176
12429	.292	.266	.171	.137
12430	.185	.139	.079	.139
12431	.299	.321	.214	.03
12432	.235	.155	.083	.104
12433	.199	.246	.116	.17
12434	.28	.331	.122	.349
12435	.376	.0	.376	.0
12436	.18	.227	.111	.17
12437	.243	.359	.166	.417
12438	.196	.161	.063	.133
12439	.217	.23	.079	.177
12440	.235	.214	.079	.203
12441	.465	.0	.465	.0
12442	.258	.159	.111	.063
12443	.188	.224	.155	.0
12444	.24	.14	.027	.047
12445	.185	.189	.054	.158
12446	.256	.278	.124	.187
12447	.197	.221	.088	.153
12448	.21	.174	.076	.137
12449	.191	.181	.079	.122
12450	.177	.262	.085	.247
12451	.188	.146	.103	.079
12452	.216	.334	.127	.423
12453	.187	.254	.116	.295
12454	.318	.308	.142	.283
12455	.221	.264	.074	.12
12456	.248	.284	.116	.221
12457	.206	.276	.15	.215
12458	.19	.192	.083	.113
12459	.211	.254	.094	.247
12460	.177	.184	.088	.204
12461	.31	.0	.31	.0
12462	.184	.198	.099	.136
12463	.194	.1	.06	.081
12464	.217	.29	.16	.13
12465	.277	.288	.199	.0
12466	.17	.234	.086	.244
12467	.186	.144	.066	.164
12468	.28	.109	.058	.086
12469	.265	.064	.044	.0
12470	.186	.252	.086	.201
12471	.174	.11	.048	.093
12472	.197	.214	.094	.158
12473	.189	.266	.105	.302
12474	.205	.209	.103	.166
12475	.148	.06	.044	.0
12476	.184	.136	.058	.131
12477	.221	.185	.072	.181
12478	.188	.188	.084	.133
12479	.254	.302	.098	.269
12480	.243	.228	.066	.145
12481	.228	.163	.048	.1
12482	.238	.174	.066	.096
12483	.194	.183	.076	.188
12484	.317	.567	.181	.522
12485	.247	.22	.111	.16
12486	.239	.196	.066	.149
12487	.204	.151	.069	.135
12488	.194	.199	.088	.187
12489	.213	.245	.121	.177
12490	.177	.199	.092	.129
12491	.199	.081	.033	.071
12492	.243	.128	.05	.027
12493	.237	.234	.103	.145
12494	.243	.216	.077	.136
12495	.27	.244	.077	.159
12496	.299	.224	.155	.0
12497	.197	.22	.094	.221
12498	.219	.172	.062	.1
12499	.184	.287	.142	.327
12500	.177	.149	.059	.13
12501	.275	.271	.158	.186
12502	.221	.209	.088	.0
12503	.231	.113	.048	.1
12504	.265	.25	.102	.249
12505	.191	.161	.09	.112
12506	.332	.0	.332	.0
12507	.257	.406	.111	.37
12508	.186	.179	.086	.17
12509	.194	.241	.083	.269
12510	.166	.21	.079	.172
12511	.251	.159	.062	.147
12512	.179	.132	.062	.105
12513	.212	.197	.091	.192
12514	.259	.299	.129	.305
12515	.243	.192	.133	.0
12516	.221	.185	.069	.114
12517	.219	.152	.064	.116
12518	.288	.202	.094	.176
12519	.206	.252	.111	.212
12520	.217	.206	.088	.155
12521	.111	.0	.111	.0
12522	.35	.306	.094	.217
12523	.277	.241	.075	.182
12524	.147	.128	.025	.119
12525	.183	.128	.044	.148
12526	.243	.0	.243	.0
12527	.216	.165	.052	.03
12528	.232	.214	.096	.216
12529	.223	.24	.109	.257
12530	.214	.242	.074	.193
12531	.21	.184	.063	.129
12532	.212	.234	.055	.175
12533	.243	.261	.166	.159
12534	.21	.218	.119	.168
12535	.265	.321	.107	.257
12536	.172	.144	.061	.13
12537	.247	.193	.111	.106
12538	.201	.272	.086	.235
12539	.226	.295	.127	.144
12540	.248	.463	.216	.433
12541	.18	.19	.095	.134
12542	.188	.032	.022	.0
12543	.295	.198	.077	.159
12544	.206	.121	.053	.089
12545	.273	.383	.239	.194
12546	.243	.328	.08	.065
12547	.216	.171	.096	.079
12548	.199	.284	.155	.212
12549	.327	.351	.105	.226
12550	.155	.141	.063	.129
12551	.212	.155	.077	.131
12552	.243	.192	.133	.0
12553	.228	.317	.125	.312
12554	.044	.0	.044	.0
12555	.214	.178	.077	.119
12556	.25	.25	.114	.238
12557	.162	.174	.07	.206
12558	.17	.151	.055	.159
12559	.265	.412	.125	.333
12560	.265	.459	.273	.395
12561	.144	.071	.037	.03
12562	.221	.0	.0	.0
12563	.465	.0	.465	.0
12564	.204	.29	.122	.145
12565	.332	.292	.111	.294
12566	.229	.109	.044	.063
12567	.248	.11	.066	.045
12568	.177	.107	.044	.1
12569	.165	.117	.036	.077
12570	.227	.18	.088	.148
12571	.265	.242	.096	.182
12572	.265	.0	.265	.0
12573	.21	.185	.076	.149
12574	.184	.222	.111	.215
12575	.305	.351	.183	.197
12576	.173	.315	.134	.285
12577	.203	.207	.124	.173
12578	.619	.0	.619	.0
12579	.204	.223	.083	.167
12580	.191	.217	.076	.147
12581	.218	.245	.105	.212
12582	.235	.197	.098	.135
12583	.044	.0	.044	.0
12584	.273	.252	.142	.124
12585	.221	.264	.074	.12
12586	.183	.214	.107	.149
12587	.27	.312	.171	.176
12588	.246	.276	.12	.197
12589	.148	.211	.077	.222
12590	.251	.431	.226	.264
12591	.044	.0	.044	.0
12592	.188	.096	.059	.079
12593	.288	.0	.288	.0
12594	.194	.354	.258	.108
12595	.221	.316	.177	.259
12596	.228	.163	.081	.12
12597	.27	.234	.094	.181
12598	.199	.163	.081	.13
12599	.236	.131	.077	.095
12600	.336	.269	.105	.207
12601	.177	.107	.061	.094
12602	.261	.187	.083	.144
12603	.254	.16	.111	.0
12604	.243	.376	.199	.317
12605	.216	.142	.054	.089
12606	.288	.384	.265	.0
12607	.243	.157	.059	.158
12608	.259	.187	.084	.17
12609	.211	.214	.08	.173
12610	.218	.22	.08	.168
12611	.24	.229	.124	.163
12612	.215	.086	.037	.085
12613	.257	.365	.133	.365
12614	.226	.351	.144	.263
12615	.202	.151	.081	.087
12616	.206	.249	.133	.216
12617	.228	.385	.151	.263
12618	.177	.141	.074	.116
12619	.218	.32	.111	.321
12620	.184	.165	.059	.111
12621	.15	.178	.055	.105
12622	.231	.136	.052	.154
12623	.354	.09	.033	.095
12624	.204	.102	.044	.135
12625	.177	.151	.055	.1
12626	.273	.321	.133	.184
12627	.288	.175	.125	.079
12628	.181	.107	.071	.047
12629	.317	.474	.199	.127
12630	.282	.425	.236	.402
12631	.211	.099	.042	.066
12632	.262	.422	.232	.415
12633	.272	.331	.122	.203
12634	.152	.172	.063	.157
12635	.282	.204	.066	.137
12636	.271	.379	.111	.237
12637	.256	.252	.097	.217
12638	.243	.271	.119	.283
12639	.391	.211	.144	.095
12640	.177	.045	.022	.0
12641	.21	.189	.103	.158
12642	.192	.241	.088	.254
12643	.181	.193	.062	.129
12644	.292	.327	.194	.122
12645	.265	.35	.119	.28
12646	.243	.174	.085	.129
12647	.196	.203	.092	.195
12648	.26	.228	.125	.108
12649	.192	.358	.131	.445
12650	.291	.389	.195	.371
12651	.199	.176	.1	.114
12652	.166	.146	.066	.137
12653	.221	.194	.072	.181
12654	.181	.223	.055	.203
12655	.288	.305	.116	.176
12656	.279	.315	.16	.312
12657	.288	.15	.081	.12
12658	.277	.224	.155	.0
12659	.174	.238	.103	.228
12660	.177	.174	.1	.088
12661	.044	.0	.044	.0
12662	.18	.23	.085	.23
12663	.14	.168	.066	.127
12664	.177	.318	.232	.032
12665	.218	.182	.088	.131
12666	.206	.088	.044	.09
12667	.358	.415	.111	.215
12668	.243	.313	.133	.0
12669	.398	.355	.205	.334
12670	.229	.191	.106	.129
12671	.233	.24	.103	.235
12672	.275	.309	.111	.214
12673	.238	.18	.061	.076
12674	.283	.266	.128	.241
12675	.221	.273	.093	.25
12676	.321	.032	.022	.0
12677	.31	.0	.31	.0
12678	.216	.171	.088	.155
12679	.162	.355	.254	.095
12680	.272	.228	.118	.149
12681	.162	.131	.088	.063
12682	.251	.319	.221	.127
12683	.265	.287	.116	.278
12684	.159	.178	.105	.094
12685	.226	.196	.072	.164
12686	.232	.316	.155	.228
12687	.149	.114	.081	.03
12688	.17	.131	.088	.063
12689	.254	.283	.097	.218
12690	.305	.339	.133	.215
12691	.252	.315	.166	.319
12692	.245	.252	.115	.179
12693	.218	.278	.107	.173
12694	.235	.167	.081	.137
12695	.258	.415	.261	.235
12696	.201	.305	.102	.275
12697	.232	.243	.076	.155
12698	.341	.184	.105	.094
12699	.237	.197	.088	.155
12700	.245	.295	.146	.322
12701	.243	.15	.081	.166
12702	.181	.154	.062	.093
12703	.261	.351	.138	.176
12704	.274	.26	.123	.285
12705	.324	.278	.115	.214
12706	.229	.162	.066	.123
12707	.315	.532	.206	.402
12708	.142	.185	.082	.189
12709	.239	.274	.108	.229
12710	.223	.256	.117	.225
12711	.332	.0	.332	.0
12712	.173	.292	.106	.123
12713	.144	.096	.032	.05
12714	.199	.064	.044	.0
12715	.216	.261	.068	.17
12716	.299	.616	.324	.57
12717	.166	.096	.058	.065
12718	.177	.0	.0	.0
12719	.232	.096	.066	.0
12720	.257	.165	.055	.071
12721	.14	.121	.035	.076
12722	.21	.262	.101	.269
12723	.177	.111	.035	.076
12724	.251	.379	.142	.31
12725	.216	.195	.069	.116
12726	.332	.0	.332	.0
12727	.295	.155	.044	.16
12728	.207	.09	.038	.081
12729	.199	.181	.071	.108
12730	.203	.24	.088	.237
12731	.188	.16	.111	.0
12732	.208	.119	.066	.078
12733	.217	.183	.1	.071
12734	.398	.0	.398	.0
12735	.29	.411	.205	.374
12736	.232	.168	.084	.123
12737	.159	.093	.035	.086
12738	.294	.388	.173	.23
12739	.177	.307	.146	.262
12740	.265	.236	.133	.162
12741	.435	.481	.336	.157
12742	.271	.276	.192	.166
12743	.265	.343	.177	.297
12744	.494	.515	.199	.444
12745	.183	.191	.092	.161
12746	.261	.231	.108	.223
12747	.258	.278	.146	.312
12748	.247	.28	.111	.184
12749	.216	.301	.136	.26
12750	.217	.11	.044	.063
12751	.257	.373	.126	.349
12752	.196	.203	.118	.158
12753	.215	.208	.077	.168
12754	.14	.211	.077	.222
12755	.283	.196	.088	.119
12756	.313	.391	.155	.321
12757	.136	.086	.031	.065
12758	.376	.0	.376	.0
12759	.306	.226	.084	.147
12760	.197	.138	.064	.145
12761	.24	.4	.221	.389
12762	.296	.356	.166	.397
12763	.31	.414	.166	.285
12764	.243	.282	.096	.225
12765	.18	.072	.018	.044
12766	.212	.241	.108	.244
12767	.162	.03	.011	.032
12768	.224	.147	.048	.144
12769	.229	.198	.119	.086
12770	.297	.329	.122	.325
12771	.288	.276	.199	.063
12772	.238	.131	.037	.079
12773	.203	.158	.093	.181
12774	.42	.0	.0	.0
12775	.231	.199	.103	.162
12776	.251	.08	.033	.032
12777	.237	.195	.077	.125
12778	.195	.156	.071	.179
12779	.226	.221	.064	.202
12780	.24	.307	.159	.314
12781	.251	.208	.075	.153
12782	.188	.115	.044	.09
12783	.177	.09	.039	.082
12784	.206	.222	.076	.194
12785	.221	.111	.054	.112
12786	.243	.181	.1	.105
12787	.184	.134	.046	.119
12788	.177	.0	.177	.0
12789	.19	.152	.061	.152
12790	.136	.125	.062	.101
12791	.218	.27	.102	.214
12792	.31	.0	.31	.0
12793	.257	.306	.136	.317
12794	.212	.184	.063	.093
12795	.208	.216	.055	.171
12796	.177	.199	.092	.153
12797	.218	.211	.085	.238
12798	.193	.204	.092	.181
12799	.195	.148	.066	.174
12800	.257	.203	.075	.175
12801	.188	.176	.088	.09
12802	.218	.232	.119	.095
12803	.237	.192	.07	.129
12804	.398	.394	.232	.285
12805	.204	.103	.05	.082
12806	.242	.144	.084	.089
12807	.227	.135	.057	.139
12808	.487	.0	.487	.0
12809	.155	.175	.059	.079
12810	.208	.109	.05	.077
12811	.254	.302	.111	.207
12812	.274	.245	.072	.247
12813	.223	.226	.088	.123
12814	.29	.307	.124	.213
12815	.277	.132	.037	.108
12816	.26	.228	.125	.149
12817	.253	.135	.058	.11
12818	.31	.309	.146	.186
12819	.288	.25	.076	.182
12820	.251	.268	.188	.095
12821	.315	.385	.118	.209
12822	.236	.183	.124	.065
12823	.218	.182	.111	.127
12824	.252	.269	.136	.202
12825	.171	.199	.095	.211
12826	.184	.194	.075	.199
12827	.183	.177	.055	.108
12828	.177	.176	.066	.119
12829	.183	.183	.096	.13
12830	.196	.148	.057	.117
12831	.215	.159	.058	.134
12832	.184	.154	.059	.12
12833	.239	.094	.017	.082
12834	.23	.374	.125	.408
12835	.193	.159	.066	.097
12836	.221	.064	.044	.0
12837	.275	.32	.103	.288
12838	.205	.239	.074	.158
12839	.208	.177	.081	.184
12840	.195	.258	.106	.214
12841	.193	.189	.068	.142
12842	.277	.265	.14	.182
12843	.177	.186	.066	.122
12844	.209	.125	.047	.129
12845	.205	.114	.074	.079
12846	.265	.334	.133	.325
12847	.31	.318	.16	.235
12848	.216	.183	.051	.154
12849	.177	.14	.044	.045
12850	.184	.109	.044	.063
12851	.205	.232	.088	.155
12852	.243	.253	.138	.235
12853	.208	.174	.105	.158
12854	.254	.205	.102	.131
12855	.221	.133	.044	.09
12856	.265	.172	.033	.095
12857	.221	.233	.08	.176
12858	.277	.357	.199	.323
12859	.243	.197	.14	.06
12860	.221	.09	.044	.045
12861	.225	.282	.106	.109
12862	.465	.128	.088	.0
12863	.275	.251	.125	.209
12864	.197	.093	.053	.054
12865	.269	.266	.122	.228
12866	.341	.279	.085	.153
12867	.262	.235	.122	.196
12868	.142	.119	.055	.131
12869	.181	.27	.137	.226
12870	.317	.528	.199	.507
12871	.217	.094	.033	.095
12872	.241	.226	.095	.205
12873	.271	.228	.103	.03
12874	.207	.189	.079	.126
12875	.218	.259	.096	.101
12876	.208	.231	.116	.181
12877	.204	.196	.088	.162
12878	.258	.214	.106	.261
12879	.256	.369	.108	.26
12880	.42	.0	.42	.0
12881	.31	.403	.204	.398
12882	.187	.173	.087	.152
12883	.252	.27	.127	.235
12884	.239	.159	.066	.09
12885	.265	.394	.166	.095
12886	.209	.222	.105	.192
12887	.257	.317	.116	.334
12888	.221	.197	.066	.104
12889	.218	.284	.124	.259
12890	.164	.193	.077	.234
12891	.223	.235	.114	.217
12892	.177	.195	.097	.168
12893	.197	.173	.076	.164
12894	.182	.15	.047	.112
12895	.301	.238	.094	.192
12896	.16	.162	.097	.142
12897	.19	.192	.072	.144
12898	.265	.323	.122	.302
12899	.294	.287	.14	.245
12900	.173	.048	.022	.045
12901	.177	.104	.066	.063
12902	.299	.352	.243	.0
12903	.195	.124	.055	.055
12904	.251	.28	.164	.299
12905	.199	.301	.117	.304
12906	.155	.0	.155	.0
12907	.199	.124	.061	.118
12908	.186	.184	.066	.108
12909	.217	.238	.119	.208
12910	.282	.303	.142	.342
12911	.241	.268	.102	.249
12912	.166	.096	.052	.108
12913	.216	.114	.074	.079
12914	.173	.153	.077	.055
12915	.265	.149	.048	.1
12916	.247	.22	.119	.118
12917	.227	.176	.068	.126
12918	.23	.184	.116	.069
12919	.204	.235	.109	.171
12920	.195	.19	.078	.186
12921	.387	.67	.31	.793
12922	.206	.06	.022	.063
12923	.252	.174	.077	.171
12924	.188	.174	.082	.162
12925	.288	.052	.033	.032
12926	.181	.212	.116	.144
12927	.221	.128	.088	.0
12928	.369	.45	.31	.19
12929	.221	.151	.061	.122
12930	.31	.252	.17	.158
12931	.206	.409	.238	.264
12932	.177	.225	.105	.212
12933	.21	.096	.066	.0
12934	.188	.101	.032	.075
12935	.196	.182	.073	.216
12936	.221	.177	.088	.179
12937	.221	.338	.157	.313
12938	.224	.232	.113	.191
12939	.144	.096	.066	.0
12940	.31	.0	.31	.0
12941	.203	.253	.095	.155
12942	.155	.0	.155	.0
12943	.262	.318	.07	.205
12944	.21	.288	.199	.0
12945	.184	.247	.1	.188
12946	.19	.179	.076	.137
12947	.271	.232	.133	.237
12948	.226	.208	.097	.174
12949	.186	.132	.077	.071
12950	.398	.0	.398	.0
12951	.291	.342	.155	.362
12952	.216	.095	.044	.052
12953	.265	.256	.177	.0
12954	.321	.34	.106	.116
12955	.218	.327	.155	.289
12956	.206	.265	.106	.202
12957	.218	.218	.105	.195
12958	.202	.331	.155	.356
12959	.221	.279	.133	.254
12960	.195	.169	.083	.082
12961	.279	.165	.083	.187
12962	.288	.128	.088	.0
12963	.199	.212	.079	.106
12964	.229	.255	.088	.16
12965	.17	.188	.062	.199
12966	.214	.355	.177	.317
12967	.184	.146	.066	.106
12968	.261	.262	.101	.218
12969	.279	.254	.083	.247
12970	.212	.19	.086	.183
12971	.296	.577	.232	.476
12972	.201	.169	.073	.094
12973	.227	.156	.079	.131
12974	.28	.06	.044	.0
12975	.234	.209	.088	.201
12976	.177	.0	.0	.0
12977	.24	.254	.102	.214
12978	.182	.192	.083	.161
12979	.254	.172	.096	.158
12980	.216	.19	.08	.181
12981	.25	.188	.085	.132
12982	.188	.166	.076	.176
12983	.252	.299	.149	.321
12984	.191	.157	.086	.125
12985	.236	.277	.123	.233
12986	.195	.176	.066	.152
12987	.24	.268	.123	.198
12988	.241	.321	.183	.281
12989	.265	.209	.091	.236
12990	.169	.177	.091	.171
12991	.248	.308	.133	.299
12992	.227	.193	.082	.136
12993	.169	.137	.042	.151
12994	.174	.08	.033	.071
12995	.217	.094	.05	.053
12996	.212	.251	.149	.122
12997	.214	.186	.058	.084
12998	.238	.21	.108	.169
12999	.248	.266	.127	.192
13000	.192	.239	.071	.146
13001	.236	.211	.144	.095
13002	.164	.174	.077	.138
13003	.248	.215	.077	.145
13004	.201	.18	.066	.143
13005	.398	.0	.398	.0
13006	.192	.06	.022	.063
13007	.223	.199	.106	.188
13008	.21	.124	.07	.063
13009	.19	.155	.064	.145
13010	.216	.123	.044	.137
13011	.183	.114	.052	.13
13012	.243	.293	.104	.353
13013	.218	.196	.076	.112
13014	.26	.327	.17	.166
13015	.217	.284	.122	.231
13016	.199	.183	.086	.149
13017	.199	.239	.162	.158
13018	.243	.188	.074	.182
13019	.217	.227	.086	.197
13020	.285	.262	.117	.2
13021	.272	.228	.103	.189
13022	.246	.345	.16	.322
13023	.206	.221	.105	.137
13024	.305	.322	.072	.094
13025	.181	.11	.039	.082
13026	.376	.0	.376	.0
13027	.218	.215	.117	.203
13028	.224	.215	.111	.21
13029	.277	.576	.324	.415
13030	.224	.331	.158	.359
13031	.31	.0	.31	.0
13032	.227	.105	.037	.108
13033	.188	.218	.088	.216
13034	.239	.234	.083	.164
13035	.233	.19	.09	.235
13036	.257	.27	.105	.181
13037	.251	.334	.155	.352
13038	.217	.214	.064	.145
13039	.195	.204	.066	.127
13040	.21	.139	.059	.06
13041	.263	.304	.145	.281
13042	.465	.0	.465	.0
13043	.265	.202	.073	.208
13044	.383	.575	.243	.571
13045	.256	.275	.081	.14
13046	.335	.276	.151	.195
13047	.21	.332	.131	.243
13048	.332	.366	.254	.032
13049	.151	.086	.027	.074
13050	.197	.201	.064	.186
13051	.243	.304	.101	.273
13052	.221	.248	.096	.174
13053	.209	.125	.053	.095
13054	.252	.175	.101	.166
13055	.195	.182	.062	.093
13056	.211	.177	.064	.143
13057	.152	.155	.05	.102
13058	.24	.281	.114	.275
13059	.217	.223	.1	.145
13060	.371	.572	.251	.367
13061	.117	.082	.033	.061
13062	.162	.159	.066	.145
